,CaseNum,osmid_node,distance,street_count,highway_node,name_u,highway_u,name_v,highway_v,Mode,IncidentAddress,CrossStreets,GeocodeAddress
392,22-03901,6413289442.0,54.25777703829611,3.0,,Marysville Boulevard,secondary,,,Pedestrian,"Del Paso Blvd & Marysville Blvd, Sacramento, Sacramento, CA, 95815","['del paso boulevard', 'marysville boulevard']","del paso boulevard & marysville boulevard, Sacramento, CA 95815"
393,22-04160,90340403.0,126.74392696328806,3.0,,El Camino Avenue,secondary,El Camino Avenue,secondary,Passenger,"El Camino Ave and Ethan Way, Sacramento, Sacramento, CA, 95821","['el camino avenue', 'ethan way']","el camino avenue & ethan way, Sacramento, CA 95821"
394,22-04327,90319935.0,6.956327950350293,3.0,,Sully Street,residential,Sully Street,residential,Driver,"Sully Street and Graff Rig Court, Sacramento, Sacramento, CA, 95838","['sully street', 'graff rig court']","sully street & graff rig court, Sacramento, CA 95838"
395,22-04327,90319935.0,6.956327950350293,3.0,,Sully Street,residential,Sully Street,residential,Driver,"Sully Street and Graff Rig Court, Sacramento, Sacramento, CA, 95838","['sully street', 'graff rig court']","sully street & graff rig court, Sacramento, CA 95838"
396,22-04327,90319935.0,6.956327950350293,3.0,,Graff Rig Court,residential,Graff Rig Court,residential,Driver,"Sully Street and Graff Rig Court, Sacramento, Sacramento, CA, 95838","['sully street', 'graff rig court']","sully street & graff rig court, Sacramento, CA 95838"
397,22-04327,90319937.0,190.6240599961276,3.0,,Sully Street,residential,Sully Street,residential,Driver,"Sully Street and Graff Rig Court, Sacramento, Sacramento, CA, 95838","['sully street', 'graff rig court']","sully street & graff rig court, Sacramento, CA 95838"
398,22-04327,90319937.0,190.6240599961276,3.0,,Sully Street,residential,Sully Street,residential,Driver,"Sully Street and Graff Rig Court, Sacramento, Sacramento, CA, 95838","['sully street', 'graff rig court']","sully street & graff rig court, Sacramento, CA 95838"
399,22-04327,90319937.0,190.6240599961276,3.0,,Lone Leaf Drive,residential,Lone Leaf Drive,residential,Driver,"Sully Street and Graff Rig Court, Sacramento, Sacramento, CA, 95838","['sully street', 'graff rig court']","sully street & graff rig court, Sacramento, CA 95838"
400,22-04327,90419882.0,196.4438646970578,1.0,turning_circle,Fire Leaf Court,residential,Fire Leaf Court,residential,Driver,"Sully Street and Graff Rig Court, Sacramento, Sacramento, CA, 95838","['sully street', 'graff rig court']","sully street & graff rig court, Sacramento, CA 95838"
401,22-04541,90302940.0,2.5430836102635346,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Pedestrian,"POWER INN ROAD, 160 FT SOUTH OF ANDORA WAY, Sacramento, Sacramento, CA, 95824","['power inn road', 'andora way']","power inn road & andora way, Sacramento, CA 95824"
402,22-04541,90302940.0,2.5430836102635346,3.0,,Andora Way,residential,Andora Way,residential,Pedestrian,"POWER INN ROAD, 160 FT SOUTH OF ANDORA WAY, Sacramento, Sacramento, CA, 95824","['power inn road', 'andora way']","power inn road & andora way, Sacramento, CA 95824"
403,22-04541,90302940.0,2.5430836102635346,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Pedestrian,"POWER INN ROAD, 160 FT SOUTH OF ANDORA WAY, Sacramento, Sacramento, CA, 95824","['power inn road', 'andora way']","power inn road & andora way, Sacramento, CA 95824"
404,22-04600,90462407.0,118.88316543001562,1.0,,Edgewater Road,residential,Edgewater Road,residential,Pedestrian,"Lindley Drive and Edgewater Road, Sacramento, Sacramento, CA, 95815","['lindley drive', 'edgewater road']","lindley drive & edgewater road, Sacramento, CA 95815"
405,22-04600,90462409.0,4.508672494360415,4.0,,Edgewater Road,residential,Edgewater Road,residential,Pedestrian,"Lindley Drive and Edgewater Road, Sacramento, Sacramento, CA, 95815","['lindley drive', 'edgewater road']","lindley drive & edgewater road, Sacramento, CA 95815"
406,22-04600,90462409.0,4.508672494360415,4.0,,Edgewater Road,residential,Edgewater Road,residential,Pedestrian,"Lindley Drive and Edgewater Road, Sacramento, Sacramento, CA, 95815","['lindley drive', 'edgewater road']","lindley drive & edgewater road, Sacramento, CA 95815"
407,22-04600,90462409.0,4.508672494360415,4.0,,Lindley Drive,residential,Lindley Drive,residential,Pedestrian,"Lindley Drive and Edgewater Road, Sacramento, Sacramento, CA, 95815","['lindley drive', 'edgewater road']","lindley drive & edgewater road, Sacramento, CA 95815"
408,22-04600,90462409.0,4.508672494360415,4.0,,Lindley Drive,residential,Lindley Drive,residential,Pedestrian,"Lindley Drive and Edgewater Road, Sacramento, Sacramento, CA, 95815","['lindley drive', 'edgewater road']","lindley drive & edgewater road, Sacramento, CA 95815"
409,22-04680,90367765.0,7.125433310555262,4.0,,Wisconsin Avenue,residential,Wisconsin Avenue,residential,Passenger,"NORTHGATE BLVD AT SOTANO DR, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'sotano drive']","northgate boulevard & sotano drive, Sacramento, CA 95833"
410,22-04680,90367765.0,7.125433310555262,4.0,,Sotano Drive,residential,Sotano Drive,residential,Passenger,"NORTHGATE BLVD AT SOTANO DR, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'sotano drive']","northgate boulevard & sotano drive, Sacramento, CA 95833"
411,22-04680,90367765.0,7.125433310555262,4.0,,Northgate Boulevard,secondary,Northgate Boulevard,secondary,Passenger,"NORTHGATE BLVD AT SOTANO DR, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'sotano drive']","northgate boulevard & sotano drive, Sacramento, CA 95833"
412,22-04680,90367765.0,7.125433310555262,4.0,,Northgate Boulevard,secondary,Northgate Boulevard,secondary,Passenger,"NORTHGATE BLVD AT SOTANO DR, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'sotano drive']","northgate boulevard & sotano drive, Sacramento, CA 95833"
413,22-04680,90488308.0,185.04344108067767,3.0,,Beecham Court,residential,Beecham Court,residential,Passenger,"NORTHGATE BLVD AT SOTANO DR, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'sotano drive']","northgate boulevard & sotano drive, Sacramento, CA 95833"
414,22-04680,90488308.0,185.04344108067767,3.0,,Sotano Drive,residential,Sotano Drive,residential,Passenger,"NORTHGATE BLVD AT SOTANO DR, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'sotano drive']","northgate boulevard & sotano drive, Sacramento, CA 95833"
415,22-04680,90488308.0,185.04344108067767,3.0,,Sotano Drive,residential,Sotano Drive,residential,Passenger,"NORTHGATE BLVD AT SOTANO DR, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'sotano drive']","northgate boulevard & sotano drive, Sacramento, CA 95833"
416,22-05050,90472121.0,1.4194490733052147,3.0,,Creek Centre Court,residential,Creek Centre Court,residential,Pedestrian,"La Mancha Way 256' north of Creek Centre Ct., Sacramento, Sacramento, CA, 95823","['la mancha way', 'creek centre court']","la mancha way & creek centre court, Sacramento, CA 95823"
417,22-05050,90472121.0,1.4194490733052147,3.0,,La Mancha Way,tertiary,La Mancha Way,tertiary,Pedestrian,"La Mancha Way 256' north of Creek Centre Ct., Sacramento, Sacramento, CA, 95823","['la mancha way', 'creek centre court']","la mancha way & creek centre court, Sacramento, CA 95823"
418,22-05050,90472121.0,1.4194490733052147,3.0,,La Mancha Way,tertiary,La Mancha Way,tertiary,Pedestrian,"La Mancha Way 256' north of Creek Centre Ct., Sacramento, Sacramento, CA, 95823","['la mancha way', 'creek centre court']","la mancha way & creek centre court, Sacramento, CA 95823"
419,22-05189,90612707.0,46.03259985231804,4.0,,Calvine Road,tertiary,Calvine Road,tertiary,Motorcyclist,"CALVINE ROAD E/B AT BRUCEVILLE ROAD, Elk Grove, Sacramento, CA, 95758","['calvine road', 'bruceville road']","calvine road & bruceville road, Elk Grove, CA 95758"
420,22-05189,90612707.0,46.03259985231804,4.0,,Bruceville Road,secondary,,,Motorcyclist,"CALVINE ROAD E/B AT BRUCEVILLE ROAD, Elk Grove, Sacramento, CA, 95758","['calvine road', 'bruceville road']","calvine road & bruceville road, Elk Grove, CA 95758"
421,22-05189,90612707.0,46.03259985231804,4.0,,Calvine Road,tertiary,Calvine Road,tertiary,Motorcyclist,"CALVINE ROAD E/B AT BRUCEVILLE ROAD, Elk Grove, Sacramento, CA, 95758","['calvine road', 'bruceville road']","calvine road & bruceville road, Elk Grove, CA 95758"
422,22-05189,3396981824.0,2.124340554669468,3.0,,Calvine Road,tertiary,Calvine Road,tertiary,Motorcyclist,"CALVINE ROAD E/B AT BRUCEVILLE ROAD, Elk Grove, Sacramento, CA, 95758","['calvine road', 'bruceville road']","calvine road & bruceville road, Elk Grove, CA 95758"
423,22-05189,3396981824.0,2.124340554669468,3.0,,Bruceville Road,secondary,,,Motorcyclist,"CALVINE ROAD E/B AT BRUCEVILLE ROAD, Elk Grove, Sacramento, CA, 95758","['calvine road', 'bruceville road']","calvine road & bruceville road, Elk Grove, CA 95758"
424,22-05593,90290254.0,2.478008442681256,3.0,,88th Street,residential,88th Street,residential,Pedestrian,"Fruitridge Rd & 88th St, Sacramento, Sacramento, CA, 95828","['fruitridge road', '88th street']","fruitridge road & 88th street, Sacramento, CA 95828"
425,22-05593,90290254.0,2.478008442681256,3.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"Fruitridge Rd & 88th St, Sacramento, Sacramento, CA, 95828","['fruitridge road', '88th street']","fruitridge road & 88th street, Sacramento, CA 95828"
426,22-05593,90290254.0,2.478008442681256,3.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"Fruitridge Rd & 88th St, Sacramento, Sacramento, CA, 95828","['fruitridge road', '88th street']","fruitridge road & 88th street, Sacramento, CA 95828"
427,22-06108,90442122.0,52.45135285780702,5.0,traffic_signals,North Freeway Boulevard,tertiary,North Freeway Boulevard,tertiary,Driver," N Freeway Blvd and Gateway Park Blvd, Sacramento, Sacramento, CA, 95834","['n freeway boulevard', 'gateway park boulevard']","n freeway boulevard & gateway park boulevard, Sacramento, CA 95834"
428,22-06108,90442122.0,52.45135285780702,5.0,traffic_signals,North Freeway Boulevard,tertiary,,,Driver," N Freeway Blvd and Gateway Park Blvd, Sacramento, Sacramento, CA, 95834","['n freeway boulevard', 'gateway park boulevard']","n freeway boulevard & gateway park boulevard, Sacramento, CA 95834"
429,22-06108,4937260846.0,23.01473569674045,3.0,traffic_signals,North Freeway Boulevard,tertiary,North Freeway Boulevard,tertiary,Driver," N Freeway Blvd and Gateway Park Blvd, Sacramento, Sacramento, CA, 95834","['n freeway boulevard', 'gateway park boulevard']","n freeway boulevard & gateway park boulevard, Sacramento, CA 95834"
430,22-06108,4937260846.0,23.01473569674045,3.0,traffic_signals,Gateway Park Boulevard,tertiary,,,Driver," N Freeway Blvd and Gateway Park Blvd, Sacramento, Sacramento, CA, 95834","['n freeway boulevard', 'gateway park boulevard']","n freeway boulevard & gateway park boulevard, Sacramento, CA 95834"
431,22-06303,90435774.0,196.29885344715876,3.0,,18th Street,residential,18th Street,residential,Pedestrian,"Meadowview Road and Henrietta Drive, Sacramento, Sacramento, CA, 95822","['meadowview road', 'henrietta drive']","meadowview road & henrietta drive, Sacramento, CA 95822"
432,22-06303,90435774.0,196.29885344715876,3.0,,Ferran Avenue,residential,Ferran Avenue,residential,Pedestrian,"Meadowview Road and Henrietta Drive, Sacramento, Sacramento, CA, 95822","['meadowview road', 'henrietta drive']","meadowview road & henrietta drive, Sacramento, CA 95822"
433,22-06303,90435774.0,196.29885344715876,3.0,,Ferran Avenue,residential,Ferran Avenue,residential,Pedestrian,"Meadowview Road and Henrietta Drive, Sacramento, Sacramento, CA, 95822","['meadowview road', 'henrietta drive']","meadowview road & henrietta drive, Sacramento, CA 95822"
434,22-06303,90536580.0,6.443579521384208,3.0,,Meadowview Road,secondary,Meadowview Road,secondary,Pedestrian,"Meadowview Road and Henrietta Drive, Sacramento, Sacramento, CA, 95822","['meadowview road', 'henrietta drive']","meadowview road & henrietta drive, Sacramento, CA 95822"
435,22-06303,90536580.0,6.443579521384208,3.0,,Henrietta Drive,residential,Henrietta Drive,residential,Pedestrian,"Meadowview Road and Henrietta Drive, Sacramento, Sacramento, CA, 95822","['meadowview road', 'henrietta drive']","meadowview road & henrietta drive, Sacramento, CA 95822"
436,22-06303,90536580.0,6.443579521384208,3.0,,Meadowview Road,secondary,Meadowview Road,secondary,Pedestrian,"Meadowview Road and Henrietta Drive, Sacramento, Sacramento, CA, 95822","['meadowview road', 'henrietta drive']","meadowview road & henrietta drive, Sacramento, CA 95822"
437,22-06330,90533143.0,37.89043291275542,5.0,,Santa Ana Avenue,residential,Santa Ana Avenue,residential,Pedestrian,"Raley Blvd and Santa Ana Ave, Sacramento, Sacramento, CA, 95838","['raley boulevard', 'santa ana avenue']","raley boulevard & santa ana avenue, Sacramento, CA 95838"
438,22-06330,90533143.0,37.89043291275542,5.0,,"['Santa Ana Avenue', 'Straus Drive']","['residential', 'unclassified']","['Santa Ana Avenue', 'Straus Drive']","['residential', 'unclassified']",Pedestrian,"Raley Blvd and Santa Ana Ave, Sacramento, Sacramento, CA, 95838","['raley boulevard', 'santa ana avenue']","raley boulevard & santa ana avenue, Sacramento, CA 95838"
439,22-06330,90533143.0,37.89043291275542,5.0,,Raley Boulevard,tertiary,,,Pedestrian,"Raley Blvd and Santa Ana Ave, Sacramento, Sacramento, CA, 95838","['raley boulevard', 'santa ana avenue']","raley boulevard & santa ana avenue, Sacramento, CA 95838"
440,22-06330,4939758238.0,2.474910444214636,5.0,,Santa Ana Avenue,residential,Santa Ana Avenue,residential,Pedestrian,"Raley Blvd and Santa Ana Ave, Sacramento, Sacramento, CA, 95838","['raley boulevard', 'santa ana avenue']","raley boulevard & santa ana avenue, Sacramento, CA 95838"
441,22-06330,4939758238.0,2.474910444214636,5.0,,Santa Ana Avenue,residential,Santa Ana Avenue,residential,Pedestrian,"Raley Blvd and Santa Ana Ave, Sacramento, Sacramento, CA, 95838","['raley boulevard', 'santa ana avenue']","raley boulevard & santa ana avenue, Sacramento, CA 95838"
442,22-06330,4939758238.0,2.474910444214636,5.0,,Raley Boulevard,tertiary,,,Pedestrian,"Raley Blvd and Santa Ana Ave, Sacramento, Sacramento, CA, 95838","['raley boulevard', 'santa ana avenue']","raley boulevard & santa ana avenue, Sacramento, CA 95838"
443,22-06368,90343713.0,1.4891964270737452,4.0,,Bell Avenue,tertiary,Bell Avenue,tertiary,Motorcyclist,"BELL AVENUE 177 FEET WEST OF MAY STREET, Sacramento, Sacramento, CA, 95838","['bell avenue', 'may street']","bell avenue & may street, Sacramento, CA 95838"
444,22-06368,90343713.0,1.4891964270737452,4.0,,May Street,residential,May Street,residential,Motorcyclist,"BELL AVENUE 177 FEET WEST OF MAY STREET, Sacramento, Sacramento, CA, 95838","['bell avenue', 'may street']","bell avenue & may street, Sacramento, CA 95838"
445,22-06368,90343713.0,1.4891964270737452,4.0,,May Street,residential,May Street,residential,Motorcyclist,"BELL AVENUE 177 FEET WEST OF MAY STREET, Sacramento, Sacramento, CA, 95838","['bell avenue', 'may street']","bell avenue & may street, Sacramento, CA 95838"
446,22-06368,90343713.0,1.4891964270737452,4.0,,Bell Avenue,tertiary,,,Motorcyclist,"BELL AVENUE 177 FEET WEST OF MAY STREET, Sacramento, Sacramento, CA, 95838","['bell avenue', 'may street']","bell avenue & may street, Sacramento, CA 95838"
447,22-06521,90616952.0,6.110989842891691,4.0,,Kenwood Street,residential,Kenwood Street,residential,Pedestrian,"Arcade Blvd., 180 feet east of Kenwood Street, Sacramento, Sacramento, CA, 95815","['arcade boulevard', 'kenwood street']","arcade boulevard & kenwood street, Sacramento, CA 95815"
448,22-06521,90616952.0,6.110989842891691,4.0,,Marconi Avenue,secondary,Marconi Avenue,secondary,Pedestrian,"Arcade Blvd., 180 feet east of Kenwood Street, Sacramento, Sacramento, CA, 95815","['arcade boulevard', 'kenwood street']","arcade boulevard & kenwood street, Sacramento, CA 95815"
449,22-06521,90616952.0,6.110989842891691,4.0,,Marconi Avenue,secondary,,,Pedestrian,"Arcade Blvd., 180 feet east of Kenwood Street, Sacramento, Sacramento, CA, 95815","['arcade boulevard', 'kenwood street']","arcade boulevard & kenwood street, Sacramento, CA 95815"
450,22-06521,90616952.0,6.110989842891691,4.0,,Kenwood Street,residential,Kenwood Street,residential,Pedestrian,"Arcade Blvd., 180 feet east of Kenwood Street, Sacramento, Sacramento, CA, 95815","['arcade boulevard', 'kenwood street']","arcade boulevard & kenwood street, Sacramento, CA 95815"
451,22-06531,90298061.0,14.801089559336852,4.0,traffic_signals,Cosumnes River Boulevard,secondary,Cosumnes River Boulevard,secondary,Driver,"Cosumnes River Blvd 2900' west of Center Pkwy, Sacramento, Sacramento, CA, 95823","['cosumnes river boulevard', 'center pkwy']","cosumnes river boulevard & center pkwy, Sacramento, CA 95823"
452,22-06531,90298061.0,14.801089559336852,4.0,traffic_signals,Center Parkway,secondary,,,Driver,"Cosumnes River Blvd 2900' west of Center Pkwy, Sacramento, Sacramento, CA, 95823","['cosumnes river boulevard', 'center pkwy']","cosumnes river boulevard & center pkwy, Sacramento, CA 95823"
453,22-06531,90298061.0,14.801089559336852,4.0,traffic_signals,Cosumnes River Boulevard,secondary,Cosumnes River Boulevard,secondary,Driver,"Cosumnes River Blvd 2900' west of Center Pkwy, Sacramento, Sacramento, CA, 95823","['cosumnes river boulevard', 'center pkwy']","cosumnes river boulevard & center pkwy, Sacramento, CA 95823"
454,22-06531,1792494863.0,42.25553122074283,4.0,traffic_signals,Cosumnes River Boulevard,secondary,Cosumnes River Boulevard,secondary,Driver,"Cosumnes River Blvd 2900' west of Center Pkwy, Sacramento, Sacramento, CA, 95823","['cosumnes river boulevard', 'center pkwy']","cosumnes river boulevard & center pkwy, Sacramento, CA 95823"
455,22-06531,1792494863.0,42.25553122074283,4.0,traffic_signals,Center Parkway,secondary,,,Driver,"Cosumnes River Blvd 2900' west of Center Pkwy, Sacramento, Sacramento, CA, 95823","['cosumnes river boulevard', 'center pkwy']","cosumnes river boulevard & center pkwy, Sacramento, CA 95823"
456,22-06531,1792494863.0,42.25553122074283,4.0,traffic_signals,Cosumnes River Boulevard,secondary,Cosumnes River Boulevard,secondary,Driver,"Cosumnes River Blvd 2900' west of Center Pkwy, Sacramento, Sacramento, CA, 95823","['cosumnes river boulevard', 'center pkwy']","cosumnes river boulevard & center pkwy, Sacramento, CA 95823"
457,22-06694,2103280078.0,11.018577300138643,3.0,,Addison Way,residential,Addison Way,residential,Passenger,"Meadowview Rd and Addison Way, Sacramento, Sacramento, CA, 95832","['meadowview road', 'addison way']","meadowview road & addison way, Sacramento, CA 95832"
458,22-06694,2103280078.0,11.018577300138643,3.0,,Meadowview Road,secondary,Meadowview Road,secondary,Passenger,"Meadowview Rd and Addison Way, Sacramento, Sacramento, CA, 95832","['meadowview road', 'addison way']","meadowview road & addison way, Sacramento, CA 95832"
459,22-06694,2103280078.0,11.018577300138643,3.0,,Meadowview Road,secondary,Meadowview Road,secondary,Passenger,"Meadowview Rd and Addison Way, Sacramento, Sacramento, CA, 95832","['meadowview road', 'addison way']","meadowview road & addison way, Sacramento, CA 95832"
460,22-06714,90431515.0,32.91436466034179,4.0,,Marysville Boulevard,tertiary,Marysville Boulevard,tertiary,Passenger,"Dry Creek Rd and Marysville Blvd , Sacramento, Sacramento, CA, 95838","['dry creek road', 'marysville boulevard']","dry creek road & marysville boulevard, Sacramento, CA 95838"
461,22-06714,90431515.0,32.91436466034179,4.0,,Marysville Boulevard,tertiary,Marysville Boulevard,tertiary,Passenger,"Dry Creek Rd and Marysville Blvd , Sacramento, Sacramento, CA, 95838","['dry creek road', 'marysville boulevard']","dry creek road & marysville boulevard, Sacramento, CA 95838"
462,22-06714,90431515.0,32.91436466034179,4.0,,Dry Creek Road,tertiary,Dry Creek Road,tertiary,Passenger,"Dry Creek Rd and Marysville Blvd , Sacramento, Sacramento, CA, 95838","['dry creek road', 'marysville boulevard']","dry creek road & marysville boulevard, Sacramento, CA 95838"
463,22-06714,90431515.0,32.91436466034179,4.0,,Dry Creek Road,tertiary,Dry Creek Road,tertiary,Passenger,"Dry Creek Rd and Marysville Blvd , Sacramento, Sacramento, CA, 95838","['dry creek road', 'marysville boulevard']","dry creek road & marysville boulevard, Sacramento, CA 95838"
464,22-06741,90399312.0,5.0415373085789446,4.0,,Gardendale Road,residential,Gardendale Road,residential,Pedestrian,"29th Street 8 feet north of Gardendale Road, Sacramento, Sacramento, CA, 95822","['29th street', 'gardendale road']","29th street & gardendale road, Sacramento, CA 95822"
465,22-06741,90399312.0,5.0415373085789446,4.0,,29th Street,tertiary,29th Street,tertiary,Pedestrian,"29th Street 8 feet north of Gardendale Road, Sacramento, Sacramento, CA, 95822","['29th street', 'gardendale road']","29th street & gardendale road, Sacramento, CA 95822"
466,22-06741,90399312.0,5.0415373085789446,4.0,,Gardendale Road,residential,Gardendale Road,residential,Pedestrian,"29th Street 8 feet north of Gardendale Road, Sacramento, Sacramento, CA, 95822","['29th street', 'gardendale road']","29th street & gardendale road, Sacramento, CA 95822"
467,22-06741,90399312.0,5.0415373085789446,4.0,,29th Street,tertiary,29th Street,tertiary,Pedestrian,"29th Street 8 feet north of Gardendale Road, Sacramento, Sacramento, CA, 95822","['29th street', 'gardendale road']","29th street & gardendale road, Sacramento, CA 95822"
468,22-06974,90290140.0,194.72556867532347,4.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"49th St & Fruitridge Rd, Sacramento, Sacramento, CA, 95820","['49th street', 'fruitridge road']","49th street & fruitridge road, Sacramento, CA 95820"
469,22-06974,90290140.0,194.72556867532347,4.0,,48th Street,residential,48th Street,residential,Pedestrian,"49th St & Fruitridge Rd, Sacramento, Sacramento, CA, 95820","['49th street', 'fruitridge road']","49th street & fruitridge road, Sacramento, CA 95820"
470,22-06974,90290140.0,194.72556867532347,4.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"49th St & Fruitridge Rd, Sacramento, Sacramento, CA, 95820","['49th street', 'fruitridge road']","49th street & fruitridge road, Sacramento, CA 95820"
471,22-06974,90290142.0,79.84595111124409,3.0,,49th Street,residential,49th Street,residential,Pedestrian,"49th St & Fruitridge Rd, Sacramento, Sacramento, CA, 95820","['49th street', 'fruitridge road']","49th street & fruitridge road, Sacramento, CA 95820"
472,22-06974,90290142.0,79.84595111124409,3.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"49th St & Fruitridge Rd, Sacramento, Sacramento, CA, 95820","['49th street', 'fruitridge road']","49th street & fruitridge road, Sacramento, CA 95820"
473,22-06974,90290142.0,79.84595111124409,3.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"49th St & Fruitridge Rd, Sacramento, Sacramento, CA, 95820","['49th street', 'fruitridge road']","49th street & fruitridge road, Sacramento, CA 95820"
474,22-07576,3921102753.0,46.811010631525306,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
475,22-07576,3921102753.0,46.811010631525306,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
476,22-07576,3921102753.0,46.811010631525306,4.0,,Delta Shores Circle South,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
477,22-07576,3921102753.0,46.811010631525306,4.0,,Delta Shores Circle South,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
478,22-07576,6917349878.0,77.68530758644916,4.0,,Delta Shores Circle South,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
479,22-07576,6917349878.0,77.68530758644916,4.0,,Delta Shores Circle South,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
480,22-07576,6917349878.0,77.68530758644916,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
481,22-07576,6917349878.0,77.68530758644916,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
482,22-07576,9792266691.0,5.543482528427103,4.0,,Delta Shores Circle South,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
483,22-07576,9792266691.0,5.543482528427103,4.0,,Delta Shores Circle South,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
484,22-07576,9792266691.0,5.543482528427103,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
485,22-07576,9792266691.0,5.543482528427103,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
486,22-07576,9792266692.0,60.58248654107695,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
487,22-07576,9792266692.0,60.58248654107695,4.0,,Cosumnes River Boulevard,secondary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
488,22-07576,9792266692.0,60.58248654107695,4.0,,Delta Shores Circle North,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
489,22-07576,9792266692.0,60.58248654107695,4.0,,Delta Shores Circle North,tertiary,,,Driver,"Cosumnes River Blvd. and Delta Shores Cir. S, Sacramento, Sacramento, CA, 95832","['cosumnes river boulevard', 'delta shores cir s']","cosumnes river boulevard & delta shores cir s, Sacramento, CA 95832"
