,CaseNum,osmid_node,distance,street_count,highway_node,name_u,highway_u,name_v,highway_v,Mode,IncidentAddress,CrossStreets,GeocodeAddress
201,21-01539,90443149.0,3.3756936193153564,4.0,,Rio Linda Boulevard,secondary,Rio Linda Boulevard,secondary,Motorcyclist,"Rio Linda Blvd and South Avenue, Sacramento, Sacramento, CA, 95838","['rio linda boulevard', 'south avenue']","rio linda boulevard & south avenue, Sacramento, CA 95838"
202,21-01539,90443149.0,3.3756936193153564,4.0,,South Avenue,residential,South Avenue,residential,Motorcyclist,"Rio Linda Blvd and South Avenue, Sacramento, Sacramento, CA, 95838","['rio linda boulevard', 'south avenue']","rio linda boulevard & south avenue, Sacramento, CA 95838"
203,21-01539,90443149.0,3.3756936193153564,4.0,,South Avenue,residential,South Avenue,residential,Motorcyclist,"Rio Linda Blvd and South Avenue, Sacramento, Sacramento, CA, 95838","['rio linda boulevard', 'south avenue']","rio linda boulevard & south avenue, Sacramento, CA 95838"
204,21-02120,90269228.0,197.1944288968273,3.0,,,motorway_link,,,Pedestrian,"Marconi Avenue at the intersection of Auburn Blvd., Sacramento, Sacramento, CA, 95821","['marconi avenue', 'auburn boulevard']","marconi avenue & auburn boulevard, Sacramento, CA 95821"
205,21-02120,90337134.0,160.65699559541395,4.0,,Auburn Boulevard,unclassified,Auburn Boulevard,unclassified,Pedestrian,"Marconi Avenue at the intersection of Auburn Blvd., Sacramento, Sacramento, CA, 95821","['marconi avenue', 'auburn boulevard']","marconi avenue & auburn boulevard, Sacramento, CA 95821"
206,21-02120,2036198051.0,130.60239308469022,3.0,,Marconi Avenue,secondary,Marconi Avenue,secondary,Pedestrian,"Marconi Avenue at the intersection of Auburn Blvd., Sacramento, Sacramento, CA, 95821","['marconi avenue', 'auburn boulevard']","marconi avenue & auburn boulevard, Sacramento, CA 95821"
207,21-02120,2036198085.0,104.67726333483142,3.0,,Edison Avenue,tertiary,,,Pedestrian,"Marconi Avenue at the intersection of Auburn Blvd., Sacramento, Sacramento, CA, 95821","['marconi avenue', 'auburn boulevard']","marconi avenue & auburn boulevard, Sacramento, CA 95821"
208,21-02120,2036198085.0,104.67726333483142,3.0,,Auburn Boulevard,unclassified,,,Pedestrian,"Marconi Avenue at the intersection of Auburn Blvd., Sacramento, Sacramento, CA, 95821","['marconi avenue', 'auburn boulevard']","marconi avenue & auburn boulevard, Sacramento, CA 95821"
209,21-02120,2036198142.0,188.48066847054943,3.0,,Edison Avenue,tertiary,Edison Avenue,tertiary,Pedestrian,"Marconi Avenue at the intersection of Auburn Blvd., Sacramento, Sacramento, CA, 95821","['marconi avenue', 'auburn boulevard']","marconi avenue & auburn boulevard, Sacramento, CA 95821"
210,21-02120,2036198142.0,188.48066847054943,3.0,,Edison Avenue,tertiary,,,Pedestrian,"Marconi Avenue at the intersection of Auburn Blvd., Sacramento, Sacramento, CA, 95821","['marconi avenue', 'auburn boulevard']","marconi avenue & auburn boulevard, Sacramento, CA 95821"
211,21-02272,90302907.0,153.11627229714782,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
212,21-02272,90302907.0,153.11627229714782,3.0,,18th Avenue,residential,18th Avenue,residential,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
213,21-02272,90302907.0,153.11627229714782,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
214,21-02272,90302909.0,12.897442299575314,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
215,21-02272,90302909.0,12.897442299575314,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
216,21-02272,90302909.0,12.897442299575314,3.0,,Alpine Avenue,residential,Alpine Avenue,residential,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
217,21-02272,90302911.0,110.77708618959042,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
218,21-02272,90302911.0,110.77708618959042,3.0,,Merced Avenue,residential,Merced Avenue,residential,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
219,21-02272,90302911.0,110.77708618959042,3.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Power Inn Rd 15 ft N of Alpine Ave, Sacramento, Sacramento, CA, 95820","['power inn road', 'alpine avenue']","power inn road & alpine avenue, Sacramento, CA 95820"
220,21-03461,90750538.0,4.120816963345955,4.0,,Taft Street,residential,Taft Street,residential,Pedestrian,"EL CAMINO AVENUE 69 FT WEST OF TAFT STREET, Sacramento, Sacramento, CA, 95815","['el camino avenue', 'taft street']","el camino avenue & taft street, Sacramento, CA 95815"
221,21-03461,90750538.0,4.120816963345955,4.0,,El Camino Avenue,secondary,El Camino Avenue,secondary,Pedestrian,"EL CAMINO AVENUE 69 FT WEST OF TAFT STREET, Sacramento, Sacramento, CA, 95815","['el camino avenue', 'taft street']","el camino avenue & taft street, Sacramento, CA 95815"
222,21-03461,90750538.0,4.120816963345955,4.0,,El Camino Avenue,secondary,El Camino Avenue,secondary,Pedestrian,"EL CAMINO AVENUE 69 FT WEST OF TAFT STREET, Sacramento, Sacramento, CA, 95815","['el camino avenue', 'taft street']","el camino avenue & taft street, Sacramento, CA 95815"
223,21-03461,90750538.0,4.120816963345955,4.0,,Taft Street,unclassified,Taft Street,unclassified,Pedestrian,"EL CAMINO AVENUE 69 FT WEST OF TAFT STREET, Sacramento, Sacramento, CA, 95815","['el camino avenue', 'taft street']","el camino avenue & taft street, Sacramento, CA 95815"
224,21-03461,2991211345.0,193.5176335171597,1.0,turning_circle,Taft Street,unclassified,Taft Street,unclassified,Pedestrian,"EL CAMINO AVENUE 69 FT WEST OF TAFT STREET, Sacramento, Sacramento, CA, 95815","['el camino avenue', 'taft street']","el camino avenue & taft street, Sacramento, CA 95815"
225,21-03861,90418713.0,1.067048248509138,3.0,,Crest Drive,tertiary,Crest Drive,tertiary,Pedestrian,"Connor Circle and Crest Drive, Sacramento, Sacramento, CA, 95835","['connor circle', 'crest drive']","connor circle & crest drive, Sacramento, CA 95835"
226,21-03861,90418713.0,1.067048248509138,3.0,,Crest Drive,tertiary,Crest Drive,tertiary,Pedestrian,"Connor Circle and Crest Drive, Sacramento, Sacramento, CA, 95835","['connor circle', 'crest drive']","connor circle & crest drive, Sacramento, CA 95835"
227,21-03861,90418713.0,1.067048248509138,3.0,,Connor Circle,residential,Connor Circle,residential,Pedestrian,"Connor Circle and Crest Drive, Sacramento, Sacramento, CA, 95835","['connor circle', 'crest drive']","connor circle & crest drive, Sacramento, CA 95835"
228,21-03861,90418715.0,124.2710196873576,3.0,,Crest Drive,tertiary,Crest Drive,tertiary,Pedestrian,"Connor Circle and Crest Drive, Sacramento, Sacramento, CA, 95835","['connor circle', 'crest drive']","connor circle & crest drive, Sacramento, CA 95835"
229,21-03861,90418715.0,124.2710196873576,3.0,,Crest Drive,tertiary,Crest Drive,tertiary,Pedestrian,"Connor Circle and Crest Drive, Sacramento, Sacramento, CA, 95835","['connor circle', 'crest drive']","connor circle & crest drive, Sacramento, CA 95835"
230,21-03861,90418715.0,124.2710196873576,3.0,,Moonstone Way,residential,Moonstone Way,residential,Pedestrian,"Connor Circle and Crest Drive, Sacramento, Sacramento, CA, 95835","['connor circle', 'crest drive']","connor circle & crest drive, Sacramento, CA 95835"
231,21-04246,90557852.0,8.357913619786006,3.0,,Lawrence Drive,residential,Lawrence Drive,residential,Pedestrian,"Intersection of Stockton Blvd. and Lawrence Dr., Sacramento, Sacramento, CA, 95820","['stockton boulevard', 'lawrence drive']","stockton boulevard & lawrence drive, Sacramento, CA 95820"
232,21-04246,90557852.0,8.357913619786006,3.0,,Stockton Boulevard,secondary,Stockton Boulevard,secondary,Pedestrian,"Intersection of Stockton Blvd. and Lawrence Dr., Sacramento, Sacramento, CA, 95820","['stockton boulevard', 'lawrence drive']","stockton boulevard & lawrence drive, Sacramento, CA 95820"
233,21-04246,90557852.0,8.357913619786006,3.0,,Stockton Boulevard,secondary,Stockton Boulevard,secondary,Pedestrian,"Intersection of Stockton Blvd. and Lawrence Dr., Sacramento, Sacramento, CA, 95820","['stockton boulevard', 'lawrence drive']","stockton boulevard & lawrence drive, Sacramento, CA 95820"
234,21-04336,90346336.0,2.152108393197363,4.0,,21st Avenue,residential,21st Avenue,residential,Driver,"FRANKLIN BLVD, 140 FEET NORTH OF 21ST AVE, Sacramento, Sacramento, CA, 95820","['franklin boulevard', '21st avenue']","franklin boulevard & 21st avenue, Sacramento, CA 95820"
235,21-04336,90346336.0,2.152108393197363,4.0,,Franklin Boulevard,secondary,Franklin Boulevard,secondary,Driver,"FRANKLIN BLVD, 140 FEET NORTH OF 21ST AVE, Sacramento, Sacramento, CA, 95820","['franklin boulevard', '21st avenue']","franklin boulevard & 21st avenue, Sacramento, CA 95820"
236,21-04336,90346336.0,2.152108393197363,4.0,,Franklin Boulevard,secondary,Franklin Boulevard,secondary,Driver,"FRANKLIN BLVD, 140 FEET NORTH OF 21ST AVE, Sacramento, Sacramento, CA, 95820","['franklin boulevard', '21st avenue']","franklin boulevard & 21st avenue, Sacramento, CA 95820"
237,21-04336,90346336.0,2.152108393197363,4.0,,21st Avenue,residential,21st Avenue,residential,Driver,"FRANKLIN BLVD, 140 FEET NORTH OF 21ST AVE, Sacramento, Sacramento, CA, 95820","['franklin boulevard', '21st avenue']","franklin boulevard & 21st avenue, Sacramento, CA 95820"
238,21-04356,90290259.0,4.218315622055092,5.0,,Fruitridge Road,secondary,,,Pedestrian,"S Watt Ave And Fruitridge Rd, Sacramento, Sacramento, CA, 95826","['s watt avenue', 'fruitridge road']","s watt avenue & fruitridge road, Sacramento, CA 95826"
239,21-04356,90290259.0,4.218315622055092,5.0,,South Watt Avenue,primary,,,Pedestrian,"S Watt Ave And Fruitridge Rd, Sacramento, Sacramento, CA, 95826","['s watt avenue', 'fruitridge road']","s watt avenue & fruitridge road, Sacramento, CA 95826"
240,21-04356,7234355448.0,102.58411135340442,3.0,,Fruitridge Road,secondary,,,Pedestrian,"S Watt Ave And Fruitridge Rd, Sacramento, Sacramento, CA, 95826","['s watt avenue', 'fruitridge road']","s watt avenue & fruitridge road, Sacramento, CA 95826"
241,21-04356,12141028178.0,68.45976608506255,3.0,,South Watt Avenue,primary,,,Pedestrian,"S Watt Ave And Fruitridge Rd, Sacramento, Sacramento, CA, 95826","['s watt avenue', 'fruitridge road']","s watt avenue & fruitridge road, Sacramento, CA 95826"
242,21-04464,90572596.0,5.0418487247951225,3.0,,Erin Drive,residential,Erin Drive,residential,Motorcyclist,"W El Camino Ave at Erin Dr, Sacramento, Sacramento, CA, 95833","['w el camino avenue', 'erin drive']","w el camino avenue & erin drive, Sacramento, CA 95833"
243,21-04464,90572596.0,5.0418487247951225,3.0,,West El Camino Avenue,secondary,West El Camino Avenue,secondary,Motorcyclist,"W El Camino Ave at Erin Dr, Sacramento, Sacramento, CA, 95833","['w el camino avenue', 'erin drive']","w el camino avenue & erin drive, Sacramento, CA 95833"
244,21-04464,90572596.0,5.0418487247951225,3.0,,West El Camino Avenue,secondary,West El Camino Avenue,secondary,Motorcyclist,"W El Camino Ave at Erin Dr, Sacramento, Sacramento, CA, 95833","['w el camino avenue', 'erin drive']","w el camino avenue & erin drive, Sacramento, CA 95833"
245,21-04558,90367740.0,2.678434566349657,4.0,,Garden Highway,tertiary,Garden Highway,tertiary,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
246,21-04558,90367740.0,2.678434566349657,4.0,,Jefferson Avenue,residential,Jefferson Avenue,residential,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
247,21-04558,90367740.0,2.678434566349657,4.0,,Northgate Boulevard,secondary,Northgate Boulevard,secondary,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
248,21-04558,90367740.0,2.678434566349657,4.0,,Northgate Boulevard,secondary,Northgate Boulevard,secondary,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
249,21-04559,90367740.0,2.678434566349657,4.0,,Garden Highway,tertiary,Garden Highway,tertiary,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
250,21-04559,90367740.0,2.678434566349657,4.0,,Jefferson Avenue,residential,Jefferson Avenue,residential,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
251,21-04559,90367740.0,2.678434566349657,4.0,,Northgate Boulevard,secondary,Northgate Boulevard,secondary,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
252,21-04559,90367740.0,2.678434566349657,4.0,,Northgate Boulevard,secondary,Northgate Boulevard,secondary,Passenger,"Northgate Blvd & Garden Hwy, Sacramento, Sacramento, CA, 95833","['northgate boulevard', 'garden hwy']","northgate boulevard & garden hwy, Sacramento, CA 95833"
253,21-04641,90576208.0,43.29810440397298,4.0,,University Avenue,tertiary,University Avenue,tertiary,Driver,"Fair Oaks Blvd, 110 Ft west of University Avenue, Sacramento, Sacramento, CA, 95825","['fair oaks boulevard', 'university avenue']","fair oaks boulevard & university avenue, Sacramento, CA 95825"
254,21-04641,90576208.0,43.29810440397298,4.0,,Fair Oaks Boulevard,primary,,,Driver,"Fair Oaks Blvd, 110 Ft west of University Avenue, Sacramento, Sacramento, CA, 95825","['fair oaks boulevard', 'university avenue']","fair oaks boulevard & university avenue, Sacramento, CA 95825"
255,21-04641,4902808488.0,22.437905962725964,3.0,,Fair Oaks Boulevard,primary,,,Driver,"Fair Oaks Blvd, 110 Ft west of University Avenue, Sacramento, Sacramento, CA, 95825","['fair oaks boulevard', 'university avenue']","fair oaks boulevard & university avenue, Sacramento, CA 95825"
256,21-04652,90460292.0,20.784077351985548,5.0,traffic_signals,Heritage Lane,secondary,Heritage Lane,secondary,Motorcyclist,"Arden Way & Heritage Lane, Sacramento, Sacramento, CA, 95815","['arden way', 'heritage lane']","arden way & heritage lane, Sacramento, CA 95815"
257,21-04652,90460292.0,20.784077351985548,5.0,traffic_signals,Heritage Lane,secondary,,,Motorcyclist,"Arden Way & Heritage Lane, Sacramento, Sacramento, CA, 95815","['arden way', 'heritage lane']","arden way & heritage lane, Sacramento, CA 95815"
258,21-04652,90460292.0,20.784077351985548,5.0,traffic_signals,Arden Way,primary,,,Motorcyclist,"Arden Way & Heritage Lane, Sacramento, Sacramento, CA, 95815","['arden way', 'heritage lane']","arden way & heritage lane, Sacramento, CA 95815"
259,21-04652,975800983.0,75.6524994461293,3.0,traffic_signals,Heritage Lane,secondary,Heritage Lane,secondary,Motorcyclist,"Arden Way & Heritage Lane, Sacramento, Sacramento, CA, 95815","['arden way', 'heritage lane']","arden way & heritage lane, Sacramento, CA 95815"
260,21-04652,975800983.0,75.6524994461293,3.0,traffic_signals,Arden Way,primary,,,Motorcyclist,"Arden Way & Heritage Lane, Sacramento, Sacramento, CA, 95815","['arden way', 'heritage lane']","arden way & heritage lane, Sacramento, CA 95815"
261,21-04954,90624046.0,43.24248142556388,4.0,,Mc Mahon Drive,residential,Mc Mahon Drive,residential,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
262,21-04954,90624046.0,43.24248142556388,4.0,,Mc Mahon Drive,residential,Mc Mahon Drive,residential,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
263,21-04954,90624046.0,43.24248142556388,4.0,,65th Street Expressway,secondary,,,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
264,21-04954,3262602575.0,3.3376399681890367,4.0,,Mc Mahon Drive,residential,Mc Mahon Drive,residential,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
265,21-04954,3262602575.0,3.3376399681890367,4.0,,Mc Mahon Drive,residential,Mc Mahon Drive,residential,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
266,21-04954,3262602575.0,3.3376399681890367,4.0,,65th Street Expressway,secondary,,,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
267,21-04954,3262602599.0,50.24991729444515,3.0,,65th Street,residential,65th Street,residential,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
268,21-04954,3262602599.0,50.24991729444515,3.0,,Mc Mahon Drive,residential,Mc Mahon Drive,residential,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
269,21-04954,3262602599.0,50.24991729444515,3.0,,65th Street,residential,65th Street,residential,Driver,"65th Street Expressway and McMahon Drive, Sacramento, Sacramento, CA, 95824","['65th street expressway', 'mcmahon drive']","65th street expressway & mcmahon drive, Sacramento, CA 95824"
270,21-06249,90366325.0,1.9713258893696204,4.0,,Riverside Boulevard,secondary,Riverside Boulevard,secondary,Motorcyclist,"Riverside Blvd and Swanston Drive, Sacramento, Sacramento, CA, 95818","['riverside boulevard', 'swanston drive']","riverside boulevard & swanston drive, Sacramento, CA 95818"
271,21-06249,90366325.0,1.9713258893696204,4.0,,Riverside Boulevard,secondary,Riverside Boulevard,secondary,Motorcyclist,"Riverside Blvd and Swanston Drive, Sacramento, Sacramento, CA, 95818","['riverside boulevard', 'swanston drive']","riverside boulevard & swanston drive, Sacramento, CA 95818"
272,21-06249,90366325.0,1.9713258893696204,4.0,,Swanston Drive,residential,Swanston Drive,residential,Motorcyclist,"Riverside Blvd and Swanston Drive, Sacramento, Sacramento, CA, 95818","['riverside boulevard', 'swanston drive']","riverside boulevard & swanston drive, Sacramento, CA 95818"
273,21-06249,90366325.0,1.9713258893696204,4.0,,Swanston Drive,residential,Swanston Drive,residential,Motorcyclist,"Riverside Blvd and Swanston Drive, Sacramento, Sacramento, CA, 95818","['riverside boulevard', 'swanston drive']","riverside boulevard & swanston drive, Sacramento, CA 95818"
274,21-07049,90290226.0,44.48337750308357,4.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
275,21-07049,90290226.0,44.48337750308357,4.0,,Fruitridge Road,secondary,,,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
276,21-07049,90290226.0,44.48337750308357,4.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
277,21-07049,8973411112.0,9.311950603276378,4.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
278,21-07049,8973411112.0,9.311950603276378,4.0,,Power Inn Road,secondary,Power Inn Road,secondary,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
279,21-07049,8973411112.0,9.311950603276378,4.0,,Fruitridge Road,secondary,,,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
280,21-07049,,53.50733189063678,,,,,,,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
281,21-07049,,67.57994034056681,,,,,,,Driver,"Intersection of Power Inn Road and Fruitridge Road, Sacramento, Sacramento, CA, 95824","['power inn road', 'fruitridge road']","power inn road & fruitridge road, Sacramento, CA 95824"
282,21-07061,90290097.0,37.37594239548153,5.0,,Franklin Boulevard,secondary,Franklin Boulevard,secondary,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
283,21-07061,90290097.0,37.37594239548153,5.0,,Fruitridge Road,secondary,,,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
284,21-07061,90290097.0,37.37594239548153,5.0,,Franklin Boulevard,secondary,,,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
285,21-07061,4915964261.0,117.3744275814307,3.0,,Fruitridge Road,secondary,,,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
286,21-07061,7182978214.0,15.980592876846972,4.0,,Franklin Boulevard,secondary,Franklin Boulevard,secondary,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
287,21-07061,7182978214.0,15.980592876846972,4.0,,Franklin Boulevard,secondary,Franklin Boulevard,secondary,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
288,21-07061,7182978214.0,15.980592876846972,4.0,,Fruitridge Road,secondary,,,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
289,21-07061,8701354901.0,188.40229709994105,3.0,,Franklin Boulevard,secondary,Franklin Boulevard,secondary,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
290,21-07061,8701354901.0,188.40229709994105,3.0,,Franklin Boulevard,secondary,Franklin Boulevard,secondary,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
291,21-07061,8701354901.0,188.40229709994105,3.0,,,secondary_link,,,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
292,21-07061,8701354902.0,89.31750693094517,3.0,,Fruitridge Road,secondary,,,Driver,"Intersection of Fruitridge Road and Franklin Blvd. , Sacramento, Sacramento, CA, 95820","['fruitridge road', 'franklin boulevard']","fruitridge road & franklin boulevard, Sacramento, CA 95820"
293,21-07256,90662796.0,6.397518701508202,3.0,,Bandon Way,residential,Bandon Way,residential,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
294,21-07256,90662796.0,6.397518701508202,3.0,,San Juan Road,tertiary,San Juan Road,tertiary,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
295,21-07256,90662796.0,6.397518701508202,3.0,,San Juan Road,tertiary,San Juan Road,tertiary,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
296,21-07256,90713121.0,142.79160591726978,3.0,,Smoketree Drive,residential,Smoketree Drive,residential,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
297,21-07256,90713121.0,142.79160591726978,3.0,,San Juan Road,tertiary,San Juan Road,tertiary,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
298,21-07256,90713121.0,142.79160591726978,3.0,,San Juan Road,tertiary,San Juan Road,tertiary,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
299,21-07256,10292833915.0,142.61606695411672,3.0,,Smoketree Drive,residential,Smoketree Drive,residential,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
300,21-07256,10292833915.0,142.61606695411672,3.0,,Smoketree Drive,residential,,,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
301,21-07256,10292833917.0,169.34849074574646,3.0,,Smoketree Drive,residential,,,Pedestrian,"San Juan Rd. at Bandon Way, Sacramento, Sacramento, CA, 95833","['san juan road', 'bandon way']","san juan road & bandon way, Sacramento, CA 95833"
