osmid,y,x,street_count,highway,ref,geometry
90294653,38.656273,-121.452348,3,,,POINT (-121.452348 38.656273)
90294700,38.626878,-121.452598,4,,,POINT (-121.452598 38.626878)
90294702,38.628842,-121.452597,4,,,POINT (-121.452597 38.628842)
90294704,38.630822,-121.452597,4,,,POINT (-121.452597 38.630822)
90294706,38.632796,-121.452596,4,,,POINT (-121.452596 38.632796)
90294710,38.633784,-121.452596,4,,,POINT (-121.452596 38.633784)
90294714,38.63478,-121.452597,4,,,POINT (-121.452597 38.63478)
90294718,38.635762,-121.452596,4,,,POINT (-121.452596 38.635762)
90294723,38.6367539,-121.452601,4,,,POINT (-121.452601 38.6367539)
90294727,38.6376876,-121.4526002,4,,,POINT (-121.4526002 38.6376876)
90294732,38.6385934,-121.4526002,4,,,POINT (-121.4526002 38.6385934)
90294734,38.6396863,-121.4525948,3,,,POINT (-121.4525948 38.6396863)
90294908,38.628247,-121.440425,3,,,POINT (-121.440425 38.628247)
90294910,38.629314,-121.440422,3,,,POINT (-121.440422 38.629314)
90294914,38.537124,-121.510159,3,,,POINT (-121.510159 38.537124)
90294920,38.537834,-121.509689,3,,,POINT (-121.509689 38.537834)
90294922,38.538492,-121.5093,3,,,POINT (-121.5093 38.538492)
90294941,38.5389177,-121.50805,4,stop,,POINT (-121.50805 38.5389177)
90294949,38.621607,-121.48073,3,,,POINT (-121.48073 38.621607)
90294964,38.620923,-121.480866,3,,,POINT (-121.480866 38.620923)
90294977,38.620528,-121.481273,3,,,POINT (-121.481273 38.620528)
90294985,38.620423,-121.481778,3,,,POINT (-121.481778 38.620423)
90294993,38.620391,-121.482643,3,,,POINT (-121.482643 38.620391)
90295179,38.6274813,-121.4904897,3,,,POINT (-121.4904897 38.6274813)
90295180,38.626945,-121.490482,3,,,POINT (-121.490482 38.626945)
90295187,38.625864,-121.490208,4,,,POINT (-121.490208 38.625864)
90295193,38.625535,-121.489602,3,,,POINT (-121.489602 38.625535)
90295199,38.625488,-121.488905,3,,,POINT (-121.488905 38.625488)
90295216,38.5261,-121.525531,3,,,POINT (-121.525531 38.5261)
90295257,38.526097,-121.524694,3,,,POINT (-121.524694 38.526097)
90295265,38.4919638,-121.4643048,3,,,POINT (-121.4643048 38.4919638)
90295267,38.49198,-121.464561,1,,,POINT (-121.464561 38.49198)
90295435,38.6083688,-121.5357542,3,,,POINT (-121.5357542 38.6083688)
90295444,38.6085648,-121.5348712,1,turning_circle,,POINT (-121.5348712 38.6085648)
90295488,38.603854,-121.46655,3,stop,,POINT (-121.46655 38.603854)
90295498,38.63911,-121.413766,3,,,POINT (-121.413766 38.63911)
90295500,38.639104,-121.411464,3,,,POINT (-121.411464 38.639104)
90295514,38.481083,-121.4608647,3,,,POINT (-121.4608647 38.481083)
90295527,38.4802435,-121.4604135,3,,,POINT (-121.4604135 38.4802435)
90295531,38.4795948,-121.4606324,3,,,POINT (-121.4606324 38.4795948)
90295537,38.4789919,-121.4607775,1,turning_circle,,POINT (-121.4607775 38.4789919)
90295742,38.676692,-121.514291,3,,,POINT (-121.514291 38.676692)
90295747,38.677376,-121.514666,3,,,POINT (-121.514666 38.677376)
90295749,38.678004,-121.515065,3,,,POINT (-121.515065 38.678004)
90295760,38.617486,-121.508606,3,,,POINT (-121.508606 38.617486)
90295777,38.61797,-121.506867,3,,,POINT (-121.506867 38.61797)
90295779,38.617979,-121.505978,3,,,POINT (-121.505978 38.617979)
90295982,38.563203,-121.388976,3,,,POINT (-121.388976 38.563203)
90296002,38.561912,-121.3881,4,,,POINT (-121.3881 38.561912)
90296011,38.561481,-121.38734,4,,,POINT (-121.38734 38.561481)
90296020,38.500939,-121.541203,3,,,POINT (-121.541203 38.500939)
90296039,38.500358,-121.5406,3,,,POINT (-121.5406 38.500358)
90296055,38.4981589,-121.5405092,3,,,POINT (-121.5405092 38.4981589)
90296057,38.498076,-121.541574,1,turning_circle,,POINT (-121.541574 38.498076)
90296069,38.62901,-121.490066,3,,,POINT (-121.490066 38.62901)
90296071,38.628324,-121.490069,3,,,POINT (-121.490069 38.628324)
90296075,38.627762,-121.490024,1,turning_circle,,POINT (-121.490024 38.627762)
90296130,38.618135,-121.453302,1,,,POINT (-121.453302 38.618135)
90296133,38.61811,-121.452317,3,,,POINT (-121.452317 38.61811)
90296143,38.507498,-121.42413,3,,,POINT (-121.42413 38.507498)
90296157,38.507444,-121.424711,1,turning_circle,,POINT (-121.424711 38.507444)
90296235,38.490622,-121.519312,1,turning_circle,,POINT (-121.519312 38.490622)
90296261,38.490046,-121.518996,4,,,POINT (-121.518996 38.490046)
90296279,38.4892804,-121.5185647,3,,,POINT (-121.5185647 38.4892804)
90296282,38.4886405,-121.5185761,1,turning_circle,,POINT (-121.5185761 38.4886405)
90296408,38.4760121,-121.4546306,3,,,POINT (-121.4546306 38.4760121)
90296409,38.4742754,-121.4546374,4,,,POINT (-121.4546374 38.4742754)
90296411,38.473561,-121.454642,3,,,POINT (-121.454642 38.473561)
90296413,38.473247,-121.454643,3,,,POINT (-121.454643 38.473247)
90296417,38.4714814,-121.4546265,3,,,POINT (-121.4546265 38.4714814)
90296426,38.4716179,-121.4536569,3,,,POINT (-121.4536569 38.4716179)
90296430,38.471121,-121.451593,3,,,POINT (-121.451593 38.471121)
90296432,38.4704455,-121.4513385,3,,,POINT (-121.4513385 38.4704455)
90296887,38.490625,-121.504474,3,,,POINT (-121.504474 38.490625)
90296914,38.489983,-121.501942,3,,,POINT (-121.501942 38.489983)
90296928,38.6690167,-121.5078784,4,,,POINT (-121.5078784 38.6690167)
90296934,38.669006,-121.508454,3,,,POINT (-121.508454 38.669006)
90296939,38.668922,-121.509218,3,,,POINT (-121.509218 38.668922)
90296953,38.6689864,-121.5107111,4,,,POINT (-121.5107111 38.6689864)
90296960,38.6696738,-121.5119456,3,,,POINT (-121.5119456 38.6696738)
90297079,38.608089,-121.475575,3,,,POINT (-121.475575 38.608089)
90297081,38.608097,-121.47855,3,,,POINT (-121.47855 38.608097)
90297086,38.610164,-121.479095,3,,,POINT (-121.479095 38.610164)
90297090,38.6096331,-121.4814397,1,turning_circle,,POINT (-121.4814397 38.6096331)
90297167,38.513633,-121.483114,3,,,POINT (-121.483114 38.513633)
90297171,38.513643,-121.481728,4,,,POINT (-121.481728 38.513643)
90297175,38.513654,-121.480405,4,,,POINT (-121.480405 38.513654)
90297179,38.513665,-121.479095,3,,,POINT (-121.479095 38.513665)
90297210,38.5148021,-121.3698624,3,,,POINT (-121.3698624 38.5148021)
90297213,38.514777,-121.372322,3,,,POINT (-121.372322 38.514777)
90297217,38.5156847,-121.5248845,4,,,POINT (-121.5248845 38.5156847)
90297228,38.5160912,-121.5235574,4,,,POINT (-121.5235574 38.5160912)
90297261,38.516563,-121.518725,4,,,POINT (-121.518725 38.516563)
90297274,38.516845,-121.516787,3,,,POINT (-121.516787 38.516845)
90297294,38.51591,-121.514506,4,traffic_signals,,POINT (-121.514506 38.51591)
90297302,38.515758,-121.513493,3,,,POINT (-121.513493 38.515758)
90297304,38.515707,-121.512555,3,,,POINT (-121.512555 38.515707)
90297306,38.515658,-121.511643,3,,,POINT (-121.511643 38.515658)
90297313,38.515527,-121.510487,4,,,POINT (-121.510487 38.515527)
90297325,38.515079,-121.509569,4,stop,,POINT (-121.509569 38.515079)
90297331,38.513505,-121.507555,3,,,POINT (-121.507555 38.513505)
90297348,38.5132312,-121.5056166,4,,,POINT (-121.5056166 38.5132312)
90297359,38.51404,-121.41283,1,,,POINT (-121.41283 38.51404)
90297361,38.514043,-121.412261,3,,,POINT (-121.412261 38.514043)
90297382,38.51729,-121.520927,3,,,POINT (-121.520927 38.51729)
90297399,38.514024,-121.410595,3,,,POINT (-121.410595 38.514024)
90297411,38.5136293,-121.4090823,3,,,POINT (-121.4090823 38.5136293)
90297418,38.625943,-121.458283,3,,,POINT (-121.458283 38.625943)
90297419,38.627901,-121.458287,3,,,POINT (-121.458287 38.627901)
90297421,38.628597,-121.458289,3,,,POINT (-121.458289 38.628597)
90297470,38.6058712,-121.4582745,2,,,POINT (-121.4582745 38.6058712)
90297490,38.552287,-121.424033,3,,,POINT (-121.424033 38.552287)
90297492,38.55181,-121.424159,3,,,POINT (-121.424159 38.55181)
90297500,38.520392,-121.423406,3,,,POINT (-121.423406 38.520392)
90297502,38.51946,-121.423403,3,,,POINT (-121.423403 38.51946)
90297504,38.518138,-121.423399,3,,,POINT (-121.423399 38.518138)
90297513,38.517482,-121.423496,3,,,POINT (-121.423496 38.517482)
90297523,38.5160393,-121.4237433,3,,,POINT (-121.4237433 38.5160393)
90297529,38.539603,-121.423628,3,,,POINT (-121.423628 38.539603)
90297531,38.53693,-121.423637,3,,,POINT (-121.423637 38.53693)
90297533,38.536157,-121.423638,4,,,POINT (-121.423638 38.536157)
90297535,38.533164,-121.423649,4,,,POINT (-121.423649 38.533164)
90297539,38.53233,-121.423633,3,,,POINT (-121.423633 38.53233)
90297543,38.552005,-121.423101,1,turning_circle,,POINT (-121.423101 38.552005)
90297574,38.606979,-121.541511,3,,,POINT (-121.541511 38.606979)
90297590,38.606651,-121.540969,1,turning_circle,,POINT (-121.540969 38.606651)
90297613,38.636716,-121.534514,3,,,POINT (-121.534514 38.636716)
90297628,38.635339,-121.534552,3,,,POINT (-121.534552 38.635339)
90297955,38.494556,-121.526403,3,,,POINT (-121.526403 38.494556)
90298021,38.4622503,-121.4466695,4,traffic_signals,,POINT (-121.4466695 38.4622503)
90298035,38.462119,-121.4437447,3,,,POINT (-121.4437447 38.462119)
90298061,38.4581766,-121.4284647,4,traffic_signals,,POINT (-121.4284647 38.4581766)
90298074,38.4576458,-121.4177839,4,,,POINT (-121.4177839 38.4576458)
90298077,38.456895,-121.4110807,3,,,POINT (-121.4110807 38.456895)
90298136,38.4916449,-121.5462693,3,,,POINT (-121.5462693 38.4916449)
90298138,38.490717,-121.549128,3,,,POINT (-121.549128 38.490717)
90298142,38.4903741,-121.550235,4,,,POINT (-121.550235 38.4903741)
90298153,38.4901329,-121.5516892,1,,,POINT (-121.5516892 38.4901329)
90298174,38.6658257,-121.496201,4,stop,,POINT (-121.496201 38.6658257)
90298182,38.6648392,-121.4956642,4,,,POINT (-121.4956642 38.6648392)
90298183,38.6639451,-121.4956321,4,,,POINT (-121.4956321 38.6639451)
90298185,38.663255,-121.495604,4,,,POINT (-121.495604 38.663255)
90298189,38.662557,-121.4956071,4,,,POINT (-121.4956071 38.662557)
90298196,38.6618811,-121.4956048,4,,,POINT (-121.4956048 38.6618811)
90298197,38.66121,-121.4955925,4,,,POINT (-121.4955925 38.66121)
90298201,38.6606363,-121.495773,3,,,POINT (-121.495773 38.6606363)
90298204,38.6602772,-121.496038,5,stop,,POINT (-121.496038 38.6602772)
90298215,38.659631,-121.49921,3,,,POINT (-121.49921 38.659631)
90298216,38.659622,-121.500085,3,,,POINT (-121.500085 38.659622)
90298217,38.659616,-121.500576,3,,,POINT (-121.500576 38.659616)
90298218,38.6595932,-121.5028349,4,,,POINT (-121.5028349 38.6595932)
90298221,38.579588,-121.43357,3,,,POINT (-121.43357 38.579588)
90298227,38.57884,-121.431864,3,,,POINT (-121.431864 38.57884)
90298229,38.578541,-121.431009,3,,,POINT (-121.431009 38.578541)
90298247,38.577097,-121.42846,4,,,POINT (-121.42846 38.577097)
90298266,38.574428,-121.425493,3,,,POINT (-121.425493 38.574428)
90298274,38.573486,-121.424956,3,,,POINT (-121.424956 38.573486)
90298338,38.487321,-121.527817,3,,,POINT (-121.527817 38.487321)
90298348,38.485515,-121.52746,3,,,POINT (-121.52746 38.485515)
90298408,38.6014248,-121.4620867,3,,,POINT (-121.4620867 38.6014248)
90298423,38.6021594,-121.461651,3,,,POINT (-121.461651 38.6021594)
90298438,38.6023602,-121.4600811,3,,,POINT (-121.4600811 38.6023602)
90298457,38.6022548,-121.4590116,1,,,POINT (-121.4590116 38.6022548)
90298633,38.625952,-121.459147,3,,,POINT (-121.459147 38.625952)
90298635,38.627911,-121.459145,3,,,POINT (-121.459145 38.627911)
90298650,38.46593,-121.443896,3,,,POINT (-121.443896 38.46593)
90298652,38.465625,-121.442388,3,,,POINT (-121.442388 38.465625)
90298654,38.465452,-121.441534,3,,,POINT (-121.441534 38.465452)
90298735,38.541615,-121.423168,3,,,POINT (-121.423168 38.541615)
90298737,38.541609,-121.422535,1,turning_circle,,POINT (-121.422535 38.541609)
90298743,38.539603,-121.423184,3,,,POINT (-121.423184 38.539603)
90298745,38.540306,-121.423178,3,,,POINT (-121.423178 38.540306)
90298748,38.540961,-121.423173,3,,,POINT (-121.423173 38.540961)
90298752,38.542271,-121.423162,3,,,POINT (-121.423162 38.542271)
90298754,38.542928,-121.423155,3,,,POINT (-121.423155 38.542928)
90298759,38.544615,-121.423117,4,,,POINT (-121.423117 38.544615)
90298782,38.625283,-121.501408,1,turning_circle,,POINT (-121.501408 38.625283)
90298885,38.558739,-121.447829,3,,,POINT (-121.447829 38.558739)
90298889,38.5750652,-121.506122,4,traffic_signals,,POINT (-121.506122 38.5750652)
90298893,38.5743433,-121.5034874,4,,,POINT (-121.5034874 38.5743433)
90298894,38.5739826,-121.5021345,4,,,POINT (-121.5021345 38.5739826)
90298897,38.5736352,-121.5008236,4,,,POINT (-121.5008236 38.5736352)
90298901,38.5732775,-121.4994846,4,,,POINT (-121.4994846 38.5732775)
90298903,38.5729234,-121.4981537,4,traffic_signals,,POINT (-121.4981537 38.5729234)
90298907,38.5725734,-121.4968322,4,traffic_signals,,POINT (-121.4968322 38.5725734)
90298910,38.5722188,-121.4955035,4,,,POINT (-121.4955035 38.5722188)
90298914,38.5718653,-121.4941712,4,traffic_signals,,POINT (-121.4941712 38.5718653)
90298918,38.5714357,-121.4925624,4,,,POINT (-121.4925624 38.5714357)
90298921,38.5710828,-121.4912358,4,,,POINT (-121.4912358 38.5710828)
90298923,38.5707299,-121.4899094,4,traffic_signals,,POINT (-121.4899094 38.5707299)
90298925,38.5703888,-121.4885723,4,traffic_signals,,POINT (-121.4885723 38.5703888)
90298927,38.5700383,-121.4872458,4,,,POINT (-121.4872458 38.5700383)
90298929,38.5696684,-121.4859202,4,,,POINT (-121.4859202 38.5696684)
90298930,38.5693151,-121.4845923,4,,,POINT (-121.4845923 38.5693151)
90298934,38.5689613,-121.4832627,4,,,POINT (-121.4832627 38.5689613)
90298936,38.5686038,-121.4819189,4,,,POINT (-121.4819189 38.5686038)
90298938,38.5682521,-121.4805973,3,,,POINT (-121.4805973 38.5682521)
90298940,38.567894,-121.4792513,4,,,POINT (-121.4792513 38.567894)
90298942,38.5675442,-121.4779339,4,stop,,POINT (-121.4779339 38.5675442)
90298944,38.5671901,-121.4765992,4,,,POINT (-121.4765992 38.5671901)
90298946,38.5668263,-121.4752386,4,,,POINT (-121.4752386 38.5668263)
90298949,38.5664765,-121.4739256,4,,,POINT (-121.4739256 38.5664765)
90298951,38.5661237,-121.4725911,4,traffic_signals,,POINT (-121.4725911 38.5661237)
90298952,38.5657592,-121.4712283,4,traffic_signals,,POINT (-121.4712283 38.5657592)
90298954,38.5654034,-121.4698911,4,traffic_signals,,POINT (-121.4698911 38.5654034)
90298956,38.5650494,-121.4685608,3,traffic_signals,,POINT (-121.4685608 38.5650494)
90298969,38.5567566,-121.4410041,3,,,POINT (-121.4410041 38.5567566)
90298975,38.557684,-121.444311,3,,,POINT (-121.444311 38.557684)
90298977,38.557535,-121.443759,3,,,POINT (-121.443759 38.557535)
90298979,38.557376,-121.443175,1,,,POINT (-121.443175 38.557376)
90298983,38.558397,-121.446057,3,,,POINT (-121.446057 38.558397)
90298992,38.559479,-121.44859,3,,,POINT (-121.44859 38.559479)
90298997,38.5528977,-121.4279236,3,,,POINT (-121.4279236 38.5528977)
90299056,38.6577998,-121.5022073,3,,,POINT (-121.5022073 38.6577998)
90299058,38.658171,-121.5022,3,,,POINT (-121.5022 38.658171)
90299063,38.65888,-121.500073,3,,,POINT (-121.500073 38.65888)
90299083,38.5463229,-121.5082241,3,,,POINT (-121.5082241 38.5463229)
90299093,38.546407,-121.507698,3,,,POINT (-121.507698 38.546407)
90299095,38.546139,-121.506735,3,,,POINT (-121.506735 38.546139)
90299121,38.545823,-121.504115,3,,,POINT (-121.504115 38.545823)
90299123,38.545676,-121.50373,3,,,POINT (-121.50373 38.545676)
90299129,38.545081,-121.502961,3,,,POINT (-121.502961 38.545081)
90299132,38.5467108,-121.5079713,3,,,POINT (-121.5079713 38.5467108)
90299177,38.545953,-121.503028,3,,,POINT (-121.503028 38.545953)
90299199,38.536048,-121.494527,3,,,POINT (-121.494527 38.536048)
90299210,38.536898,-121.494378,3,,,POINT (-121.494378 38.536898)
90299248,38.54038,-121.4931621,3,,,POINT (-121.4931621 38.54038)
90299372,38.528915,-121.526888,3,,,POINT (-121.526888 38.528915)
90299376,38.529225,-121.525811,3,,,POINT (-121.525811 38.529225)
90299416,38.527572,-121.523807,3,,,POINT (-121.523807 38.527572)
90299454,38.559126,-121.388098,3,,,POINT (-121.388098 38.559126)
90299466,38.559795,-121.388302,3,,,POINT (-121.388302 38.559795)
90299477,38.560394,-121.388853,3,,,POINT (-121.388853 38.560394)
90299603,38.447626,-121.427673,3,,,POINT (-121.427673 38.447626)
90299609,38.447639,-121.428523,3,,,POINT (-121.428523 38.447639)
90299614,38.447875,-121.429972,3,,,POINT (-121.429972 38.447875)
90299695,38.595309,-121.483974,4,traffic_signals,,POINT (-121.483974 38.595309)
90299697,38.5974494,-121.4830777,3,stop,,POINT (-121.4830777 38.5974494)
90299740,38.4881153,-121.5172499,4,,,POINT (-121.5172499 38.4881153)
90299752,38.487968,-121.519342,3,,,POINT (-121.519342 38.487968)
90299758,38.4879189,-121.5203845,4,,,POINT (-121.5203845 38.4879189)
90299760,38.487909,-121.521528,3,,,POINT (-121.521528 38.487909)
90299762,38.487901,-121.522693,4,,,POINT (-121.522693 38.487901)
90299770,38.487954,-121.523606,3,,,POINT (-121.523606 38.487954)
90299789,38.488746,-121.525219,3,,,POINT (-121.525219 38.488746)
90299794,38.489356,-121.525758,3,,,POINT (-121.525758 38.489356)
90299799,38.479234,-121.515475,3,,,POINT (-121.515475 38.479234)
90299809,38.479799,-121.513843,3,,,POINT (-121.513843 38.479799)
90299816,38.633256,-121.511685,3,,,POINT (-121.511685 38.633256)
90299818,38.634359,-121.511665,3,,,POINT (-121.511665 38.634359)
90299828,38.635504,-121.511839,3,,,POINT (-121.511839 38.635504)
90299835,38.63626,-121.512391,3,,,POINT (-121.512391 38.63626)
90299841,38.636962,-121.512995,4,,,POINT (-121.512995 38.636962)
90299843,38.637411,-121.51337,3,,,POINT (-121.51337 38.637411)
90299853,38.638045,-121.513637,3,,,POINT (-121.513637 38.638045)
90299857,38.638643,-121.513654,3,,,POINT (-121.513654 38.638643)
90299869,38.639421,-121.513263,4,,,POINT (-121.513263 38.639421)
90299879,38.639819,-121.513019,3,,,POINT (-121.513019 38.639819)
90299888,38.640642,-121.513077,3,,,POINT (-121.513077 38.640642)
90299939,38.470938,-121.438026,3,,,POINT (-121.438026 38.470938)
90299941,38.470706,-121.43805,1,turning_circle,,POINT (-121.43805 38.470706)
90299981,38.658517,-121.454566,3,,,POINT (-121.454566 38.658517)
90300017,38.659424,-121.454623,3,,,POINT (-121.454623 38.659424)
90300121,38.5987544,-121.5051656,3,,,POINT (-121.5051656 38.5987544)
90300153,38.5967304,-121.5054725,4,,,POINT (-121.5054725 38.5967304)
90300194,38.5894598,-121.5048529,3,traffic_signals,,POINT (-121.5048529 38.5894598)
90300220,38.5858565,-121.5049307,4,traffic_signals,,POINT (-121.5049307 38.5858565)
90300275,38.668237,-121.509123,4,,,POINT (-121.509123 38.668237)
90300282,38.667505,-121.509056,3,,,POINT (-121.509056 38.667505)
90300284,38.666754,-121.509056,4,,,POINT (-121.509056 38.666754)
90300289,38.666021,-121.5091,3,,,POINT (-121.5091 38.666021)
90300296,38.575928,-121.424802,3,,,POINT (-121.424802 38.575928)
90300311,38.6036305,-121.5396864,3,,,POINT (-121.5396864 38.6036305)
90300323,38.5214975,-121.390627,4,,,POINT (-121.390627 38.5214975)
90300325,38.521518,-121.384862,3,,,POINT (-121.384862 38.521518)
90300345,38.5385525,-121.512455,3,,,POINT (-121.512455 38.5385525)
90300347,38.5382915,-121.5120576,4,,,POINT (-121.5120576 38.5382915)
90300356,38.536784,-121.509287,3,,,POINT (-121.509287 38.536784)
90300358,38.536484,-121.508489,4,stop,,POINT (-121.508489 38.536484)
90300366,38.535973,-121.507454,3,,,POINT (-121.507454 38.535973)
90300424,38.6188296,-121.4352239,3,,,POINT (-121.4352239 38.6188296)
90300426,38.6194559,-121.4359492,3,,,POINT (-121.4359492 38.6194559)
90300449,38.465312,-121.449776,3,,,POINT (-121.449776 38.465312)
90300463,38.465956,-121.448943,1,turning_circle,,POINT (-121.448943 38.465956)
90300732,38.559161,-121.467461,1,,,POINT (-121.467461 38.559161)
90300733,38.559017,-121.466915,4,,,POINT (-121.466915 38.559017)
90300734,38.558689,-121.46551,1,,,POINT (-121.46551 38.558689)
90300871,38.4764009,-121.5268518,4,,,POINT (-121.5268518 38.4764009)
90300885,38.475653,-121.525789,3,,,POINT (-121.525789 38.475653)
90300909,38.475761,-121.525151,1,turning_circle,,POINT (-121.525151 38.475761)
90301027,38.645796,-121.538176,3,,,POINT (-121.538176 38.645796)
90301039,38.644761,-121.53792,4,,,POINT (-121.53792 38.644761)
90301053,38.643941,-121.537583,1,turning_circle,,POINT (-121.537583 38.643941)
90301805,38.622401,-121.48582,3,,,POINT (-121.48582 38.622401)
90301808,38.621673,-121.485815,3,,,POINT (-121.485815 38.621673)
90301810,38.62086,-121.485809,4,,,POINT (-121.485809 38.62086)
90301813,38.620529,-121.48579,1,turning_circle,,POINT (-121.48579 38.620529)
90301943,38.667415,-121.4383935,3,,,POINT (-121.4383935 38.667415)
90301945,38.6673915,-121.4420471,1,turning_circle,,POINT (-121.4420471 38.6673915)
90302056,38.627773,-121.514839,3,,,POINT (-121.514839 38.627773)
90302093,38.640599,-121.5141334,3,stop,,POINT (-121.5141334 38.640599)
90302422,38.618376,-121.445012,3,,,POINT (-121.445012 38.618376)
90302423,38.620184,-121.445003,3,,,POINT (-121.445003 38.620184)
90302427,38.6125495,-121.5300696,4,traffic_signals,,POINT (-121.5300696 38.6125495)
90302429,38.612554,-121.533168,3,,,POINT (-121.533168 38.612554)
90302451,38.610964,-121.53864,3,,,POINT (-121.53864 38.610964)
90302459,38.609635,-121.539534,3,,,POINT (-121.539534 38.609635)
90302482,38.608118,-121.53923,3,,,POINT (-121.53923 38.608118)
90302485,38.6076331,-121.5387474,3,,,POINT (-121.5387474 38.6076331)
90302487,38.606583,-121.537673,3,,,POINT (-121.537673 38.606583)
90302495,38.545417,-121.427861,3,,,POINT (-121.427861 38.545417)
90302497,38.545416,-121.426803,3,,,POINT (-121.426803 38.545416)
90302500,38.545416,-121.425917,3,,,POINT (-121.425917 38.545416)
90302506,38.545365,-121.425464,1,,,POINT (-121.425464 38.545365)
90302884,38.5493746,-121.4092255,4,,,POINT (-121.4092255 38.5493746)
90302891,38.5448651,-121.4090507,4,,,POINT (-121.4090507 38.5448651)
90302893,38.5422307,-121.4090931,4,,,POINT (-121.4090931 38.5422307)
90302895,38.5395458,-121.4092266,4,,,POINT (-121.4092266 38.5395458)
90302897,38.53881,-121.409144,4,,,POINT (-121.409144 38.53881)
90302899,38.538094,-121.409147,3,,,POINT (-121.409147 38.538094)
90302901,38.537903,-121.409147,3,,,POINT (-121.409147 38.537903)
90302903,38.537331,-121.4091534,3,,,POINT (-121.4091534 38.537331)
90302905,38.536647,-121.409152,3,,,POINT (-121.409152 38.536647)
90302907,38.535913,-121.409154,3,,,POINT (-121.409154 38.535913)
90302909,38.535492,-121.409156,3,,,POINT (-121.409156 38.535492)
90302911,38.535192,-121.409157,3,,,POINT (-121.409157 38.535192)
90302912,38.534792,-121.409158,3,,,POINT (-121.409158 38.534792)
90302914,38.534089,-121.409161,3,,,POINT (-121.409161 38.534089)
90302916,38.533382,-121.409165,3,,,POINT (-121.409165 38.533382)
90302918,38.532343,-121.409168,3,,,POINT (-121.409168 38.532343)
90302924,38.523961,-121.409122,3,,,POINT (-121.409122 38.523961)
90302926,38.523033,-121.409119,3,,,POINT (-121.409119 38.523033)
90302927,38.522126,-121.409118,3,,,POINT (-121.409118 38.522126)
90302928,38.521677,-121.409118,3,,,POINT (-121.409118 38.521677)
90302929,38.521313,-121.409118,3,,,POINT (-121.409118 38.521313)
90302930,38.520509,-121.409116,4,,,POINT (-121.409116 38.520509)
90302931,38.519705,-121.409116,3,,,POINT (-121.409116 38.519705)
90302932,38.519543,-121.409115,3,,,POINT (-121.409115 38.519543)
90302933,38.518907,-121.409113,3,,,POINT (-121.409113 38.518907)
90302934,38.517917,-121.409113,3,,,POINT (-121.409113 38.517917)
90302935,38.517066,-121.409111,3,,,POINT (-121.409111 38.517066)
90302936,38.5161502,-121.4091107,3,,,POINT (-121.4091107 38.5161502)
90302937,38.515299,-121.409091,3,,,POINT (-121.409091 38.515299)
90302940,38.5127267,-121.4090804,3,,,POINT (-121.4090804 38.5127267)
90302941,38.5118186,-121.4090835,3,,,POINT (-121.4090835 38.5118186)
90302942,38.5105868,-121.409165,4,traffic_signals,,POINT (-121.409165 38.5105868)
90302943,38.5098011,-121.4091079,3,,,POINT (-121.4091079 38.5098011)
90302944,38.5093384,-121.4091032,3,,,POINT (-121.4091032 38.5093384)
90302945,38.5057623,-121.40905,3,,,POINT (-121.40905 38.5057623)
90302946,38.504367,-121.409045,3,,,POINT (-121.409045 38.504367)
90302947,38.503683,-121.409042,3,,,POINT (-121.409042 38.503683)
90302949,38.5008389,-121.4090575,3,,,POINT (-121.4090575 38.5008389)
90302950,38.5000599,-121.4090579,3,,,POINT (-121.4090579 38.5000599)
90303255,38.534077,-121.500933,3,,,POINT (-121.500933 38.534077)
90303286,38.53289,-121.499379,3,,,POINT (-121.499379 38.53289)
90303389,38.509804,-121.418848,4,,,POINT (-121.418848 38.509804)
90303392,38.509132,-121.41885,4,,,POINT (-121.41885 38.509132)
90303420,38.541694,-121.420818,3,,,POINT (-121.420818 38.541694)
90303433,38.48741,-121.463481,3,,,POINT (-121.463481 38.48741)
90303436,38.486712,-121.463484,1,turning_circle,,POINT (-121.463484 38.486712)
90303774,38.530205,-121.431208,3,,,POINT (-121.431208 38.530205)
90303780,38.530548,-121.430619,1,turning_circle,,POINT (-121.430619 38.530548)
90303786,38.546769,-121.45588,3,,,POINT (-121.45588 38.546769)
90303790,38.544545,-121.455827,3,,,POINT (-121.455827 38.544545)
90303863,38.5766415,-121.4451644,3,,,POINT (-121.4451644 38.5766415)
90303866,38.5755878,-121.4455855,3,,,POINT (-121.4455855 38.5755878)
90303870,38.577795,-121.444161,3,,,POINT (-121.444161 38.577795)
90303872,38.5765199,-121.4446896,3,,,POINT (-121.4446896 38.5765199)
90303890,38.570022,-121.447628,3,,,POINT (-121.447628 38.570022)
90303893,38.5682935,-121.4484231,4,,,POINT (-121.4484231 38.5682935)
90303895,38.5656,-121.449607,4,,,POINT (-121.449607 38.5656)
90303897,38.563264,-121.450631,3,,,POINT (-121.450631 38.563264)
90303901,38.539444,-121.455413,3,,,POINT (-121.455413 38.539444)
90303903,38.539444,-121.45549,3,,,POINT (-121.45549 38.539444)
90303906,38.548269,-121.455661,3,,,POINT (-121.455661 38.548269)
90303914,38.5478734,-121.4555817,1,turning_circle,,POINT (-121.4555817 38.5478734)
90303919,38.5729623,-121.4466218,3,,,POINT (-121.4466218 38.5729623)
90303924,38.570938,-121.447495,3,,,POINT (-121.447495 38.570938)
90303928,38.544544,-121.455432,3,,,POINT (-121.455432 38.544544)
