osmid,y,x,street_count,highway,ref,geometry
90238621,38.497982,-121.555691,3,,,POINT (-121.555691 38.497982)
90238626,38.497695,-121.557234,1,turning_circle,,POINT (-121.557234 38.497695)
90238634,38.508246,-121.416563,3,,,POINT (-121.416563 38.508246)
90238636,38.508234,-121.413455,4,,,POINT (-121.413455 38.508234)
90238798,38.494981,-121.542607,3,,,POINT (-121.542607 38.494981)
90238801,38.49483,-121.543006,1,turning_circle,,POINT (-121.543006 38.49483)
90238807,38.6126943,-121.4569368,3,,,POINT (-121.4569368 38.6126943)
90238809,38.6125954,-121.4554984,3,stop,,POINT (-121.4554984 38.6125954)
90238834,38.5105872,-121.3990563,3,,,POINT (-121.3990563 38.5105872)
90238839,38.5110839,-121.399057,1,,,POINT (-121.399057 38.5110839)
90238854,38.625813,-121.517175,3,motorway_junction,,POINT (-121.517175 38.625813)
90238868,38.629252,-121.518696,3,,,POINT (-121.518696 38.629252)
90238870,38.5775527,-121.465547,3,motorway_junction,7A,POINT (-121.465547 38.5775527)
90238877,38.5734981,-121.4679008,4,traffic_signals,,POINT (-121.4679008 38.5734981)
90238880,38.483408,-121.482162,1,,,POINT (-121.482162 38.483408)
90238883,38.483409,-121.481268,1,,,POINT (-121.481268 38.483409)
90239106,38.596978,-121.4434269,3,motorway_junction,9B,POINT (-121.4434269 38.596978)
90239145,38.600444,-121.437649,3,,,POINT (-121.437649 38.600444)
90239160,38.601462,-121.435934,3,motorway_junction,,POINT (-121.435934 38.601462)
90239170,38.6032486,-121.4340786,3,,,POINT (-121.4340786 38.6032486)
90239274,38.629052,-121.405228,3,,,POINT (-121.405228 38.629052)
90239281,38.63141,-121.40143,5,,,POINT (-121.40143 38.63141)
90239287,38.631913,-121.39765,3,motorway_junction,12,POINT (-121.39765 38.631913)
90239585,38.5450105,-121.5092542,3,motorway_junction,516,POINT (-121.5092542 38.5450105)
90239595,38.54093,-121.511281,3,,,POINT (-121.511281 38.54093)
90239598,38.5382418,-121.5135,3,,,POINT (-121.5135 38.5382418)
90239967,38.5569463,-121.4731355,3,motorway_junction,,POINT (-121.4731355 38.5569463)
90240108,38.4827,-121.511084,3,,,POINT (-121.511084 38.4827)
90240627,38.6341805,-121.5006445,3,,,POINT (-121.5006445 38.6341805)
90240676,38.633878,-121.500517,3,,,POINT (-121.500517 38.633878)
90240682,38.600163,-121.504939,3,motorway_junction,520,POINT (-121.504939 38.600163)
90240692,38.5969346,-121.5045338,5,traffic_signals,,POINT (-121.5045338 38.5969346)
90240697,38.593349,-121.5044299,3,,,POINT (-121.5044299 38.593349)
90240916,38.628727,-121.405602,3,motorway_junction,12C,POINT (-121.405602 38.628727)
90240926,38.6298129,-121.4031023,3,,,POINT (-121.4031023 38.6298129)
90240934,38.6295919,-121.4027155,3,,,POINT (-121.4027155 38.6295919)
90241012,38.490105,-121.514136,3,motorway_junction,513,POINT (-121.514136 38.490105)
90241013,38.492179,-121.514732,3,motorway_junction,,POINT (-121.514732 38.492179)
90241053,38.4954812,-121.5126706,3,,,POINT (-121.5126706 38.4954812)
90241461,38.5394061,-121.4750085,3,,,POINT (-121.4750085 38.5394061)
90241468,38.539084,-121.474276,3,,,POINT (-121.474276 38.539084)
90241478,38.5368796,-121.4736671,3,,,POINT (-121.4736671 38.5368796)
90242015,38.5924149,-121.4450006,3,motorway_junction,9A,POINT (-121.4450006 38.5924149)
90242034,38.595908,-121.442347,3,,,POINT (-121.442347 38.595908)
90242088,38.6086607,-121.4297412,3,,,POINT (-121.4297412 38.6086607)
90242116,38.6110977,-121.4292833,3,,,POINT (-121.4292833 38.6110977)
90242189,38.615095,-121.535341,3,,,POINT (-121.535341 38.615095)
90242235,38.6149909,-121.5349064,3,,,POINT (-121.5349064 38.6149909)
90242238,38.636913,-121.494752,3,motorway_junction,88,POINT (-121.494752 38.636913)
90242260,38.63544,-121.500894,3,,,POINT (-121.500894 38.63544)
90242268,38.6351018,-121.5017014,3,traffic_signals,,POINT (-121.5017014 38.6351018)
90242281,38.5687009,-121.4685088,5,traffic_signals,,POINT (-121.4685088 38.5687009)
90242298,38.5656315,-121.4703666,3,motorway_junction,7A,POINT (-121.4703666 38.5656315)
90242300,38.506708,-121.550875,4,,,POINT (-121.550875 38.506708)
90242301,38.506254,-121.5514,1,,,POINT (-121.5514 38.506254)
90242362,38.6125343,-121.5113252,3,,,POINT (-121.5113252 38.6125343)
90242381,38.6145589,-121.5150715,3,,,POINT (-121.5150715 38.6145589)
90242385,38.6147097,-121.5133184,3,,,POINT (-121.5133184 38.6147097)
90242451,38.6148575,-121.5125416,3,,,POINT (-121.5125416 38.6148575)
90242524,38.4744128,-121.4199622,3,,,POINT (-121.4199622 38.4744128)
90242554,38.476326,-121.425148,3,motorway_junction,291A,POINT (-121.425148 38.476326)
90242557,38.474058,-121.422913,3,,,POINT (-121.422913 38.474058)
90242593,38.4720561,-121.4225867,3,,,POINT (-121.4225867 38.4720561)
90242997,38.680935,-121.5399894,3,motorway_junction,307,POINT (-121.5399894 38.680935)
90243031,38.6399952,-121.482269,3,motorway_junction,89,POINT (-121.482269 38.6399952)
90243041,38.639217,-121.478679,3,,,POINT (-121.478679 38.639217)
90243046,38.6390116,-121.4777533,3,,,POINT (-121.4777533 38.6390116)
90243405,38.6141986,-121.4978925,4,,,POINT (-121.4978925 38.6141986)
90243408,38.61421,-121.497088,3,,,POINT (-121.497088 38.61421)
90243411,38.614428,-121.497081,1,,,POINT (-121.497081 38.614428)
90243413,38.614025,-121.497095,1,,,POINT (-121.497095 38.614025)
90243615,38.6025038,-121.432967,3,traffic_signals,,POINT (-121.432967 38.6025038)
90243626,38.6028706,-121.4326358,3,,,POINT (-121.4326358 38.6028706)
90243628,38.6037428,-121.4328325,3,motorway_junction,,POINT (-121.4328325 38.6037428)
90243637,38.6059993,-121.4322084,3,,,POINT (-121.4322084 38.6059993)
90243640,38.6042244,-121.436385,4,traffic_signals,,POINT (-121.436385 38.6042244)
90243664,38.607113,-121.43136,3,motorway_junction,10A,POINT (-121.43136 38.607113)
90243982,38.6413981,-121.4612764,3,motorway_junction,90,POINT (-121.4612764 38.6413981)
90243990,38.6408172,-121.4575208,3,,,POINT (-121.4575208 38.6408172)
90243998,38.6398325,-121.456916,4,,,POINT (-121.456916 38.6398325)
90244019,38.6407617,-121.4561167,3,,,POINT (-121.4561167 38.6407617)
90244027,38.641067,-121.45028,3,,,POINT (-121.45028 38.641067)
90244703,38.5222678,-121.5215644,3,motorway_junction,515,POINT (-121.5215644 38.5222678)
90244712,38.525505,-121.520685,4,traffic_signals,,POINT (-121.520685 38.525505)
90244721,38.528571,-121.518737,3,,,POINT (-121.518737 38.528571)
90244724,38.528643,-121.518956,3,motorway_junction,515,POINT (-121.518956 38.528643)
90244736,38.525785,-121.521887,4,traffic_signals,,POINT (-121.521887 38.525785)
90244746,38.559758,-121.514072,3,motorway_junction,518,POINT (-121.514072 38.559758)
90244766,38.564218,-121.513862,3,motorway_junction,,POINT (-121.513862 38.564218)
90244776,38.566635,-121.511104,3,,,POINT (-121.511104 38.566635)
90244781,38.516173,-121.5200866,4,,,POINT (-121.5200866 38.516173)
90244793,38.516653,-121.521419,3,,,POINT (-121.521419 38.516653)
90244795,38.519612,-121.521731,3,,,POINT (-121.521731 38.519612)
90244892,38.559492,-121.46675,3,traffic_signals,,POINT (-121.46675 38.559492)
90244904,38.559224,-121.4686574,3,,,POINT (-121.4686574 38.559224)
90244911,38.558674,-121.4708963,3,motorway_junction,,POINT (-121.4708963 38.558674)
90245036,38.5500456,-121.4738054,3,motorway_junction,,POINT (-121.4738054 38.5500456)
90245202,38.5843277,-121.5033732,3,,,POINT (-121.5033732 38.5843277)
90245294,38.5818152,-121.5040978,3,,,POINT (-121.5040978 38.5818152)
90245317,38.5840434,-121.5019166,3,,,POINT (-121.5019166 38.5840434)
90245323,38.5835708,-121.5011381,3,,,POINT (-121.5011381 38.5835708)
90245448,38.603811,-121.435255,3,,,POINT (-121.435255 38.603811)
90245478,38.601864,-121.437208,3,,,POINT (-121.437208 38.601864)
90245486,38.602796,-121.435893,3,,,POINT (-121.435893 38.602796)
90245509,38.5788159,-121.5068043,3,motorway_junction,519A,POINT (-121.5068043 38.5788159)
90245529,38.5749938,-121.5091155,3,motorway_junction,,POINT (-121.5091155 38.5749938)
90245537,38.5725009,-121.509325,3,motorway_junction,,POINT (-121.509325 38.5725009)
90245565,38.569742,-121.513498,3,,,POINT (-121.513498 38.569742)
90245780,38.6643929,-121.5336148,4,traffic_signals,,POINT (-121.5336148 38.6643929)
90245796,38.6662729,-121.5304077,4,stop,,POINT (-121.5304077 38.6662729)
90245867,38.6433336,-121.4774414,4,,,POINT (-121.4774414 38.6433336)
90245882,38.642094,-121.476813,3,,,POINT (-121.476813 38.642094)
90245941,38.5554687,-121.409257,4,traffic_signals,,POINT (-121.409257 38.5554687)
90245955,38.555479,-121.402025,3,motorway_junction,9,POINT (-121.402025 38.555479)
90245989,38.494878,-121.51592,3,,,POINT (-121.51592 38.494878)
90245993,38.495885,-121.516324,3,motorway_junction,,POINT (-121.516324 38.495885)
90246021,38.4956411,-121.5157645,3,,,POINT (-121.5157645 38.4956411)
90246213,38.553833,-121.436646,5,traffic_signals,,POINT (-121.436646 38.553833)
90246233,38.5562135,-121.4433263,3,motorway_junction,8A,POINT (-121.4433263 38.5562135)
90246379,38.5638088,-121.4914369,5,traffic_signals,,POINT (-121.4914369 38.5638088)
90246434,38.5621174,-121.471319,5,traffic_signals,,POINT (-121.471319 38.5621174)
90246455,38.55891,-121.473349,3,motorway_junction,6C,POINT (-121.473349 38.55891)
90246456,38.55895,-121.473597,3,,,POINT (-121.473597 38.55895)
90246469,38.5602477,-121.4781091,4,traffic_signals,,POINT (-121.4781091 38.5602477)
90246533,38.4569949,-121.4128451,3,,,POINT (-121.4128451 38.4569949)
90246547,38.461243,-121.412786,3,motorway_junction,289,POINT (-121.412786 38.461243)
90246840,38.617719,-121.531239,3,motorway_junction,85,POINT (-121.531239 38.617719)
90246901,38.641417,-121.424629,3,motorway_junction,91,POINT (-121.424629 38.641417)
90246916,38.643684,-121.428154,3,,,POINT (-121.428154 38.643684)
90246936,38.6436242,-121.4291146,4,,,POINT (-121.4291146 38.6436242)
90246972,38.6372486,-121.4044303,3,motorway_junction,93,POINT (-121.4044303 38.6372486)
90246993,38.639979,-121.397794,4,,,POINT (-121.397794 38.639979)
90247248,38.6259274,-121.4125128,3,motorway_junction,12B,POINT (-121.4125128 38.6259274)
90247253,38.6263906,-121.4110132,3,,,POINT (-121.4110132 38.6263906)
90247321,38.5685095,-121.5130292,3,motorway_junction,,POINT (-121.5130292 38.5685095)
90247431,38.5641874,-121.4927571,5,traffic_signals,,POINT (-121.4927571 38.5641874)
90247446,38.654299,-121.537274,3,,,POINT (-121.537274 38.654299)
90247597,38.490112,-121.456812,1,,,POINT (-121.456812 38.490112)
90247751,38.608487,-121.429526,3,motorway_junction,10,POINT (-121.429526 38.608487)
90247781,38.6111732,-121.4252279,3,traffic_signals,,POINT (-121.4252279 38.6111732)
90248289,38.5508615,-121.4226559,3,motorway_junction,8,POINT (-121.4226559 38.5508615)
90248319,38.5514966,-121.4279109,3,traffic_signals,,POINT (-121.4279109 38.5514966)
90248345,38.5749311,-121.5084004,3,,,POINT (-121.5084004 38.5749311)
90248354,38.570515,-121.508756,3,motorway_junction,519A,POINT (-121.508756 38.570515)
90248363,38.5685132,-121.5100798,3,motorway_junction,519A,POINT (-121.5100798 38.5685132)
90248470,38.64316,-121.434198,3,motorway_junction,91,POINT (-121.434198 38.64316)
90248484,38.641859,-121.430126,3,,,POINT (-121.430126 38.641859)
90248501,38.6413126,-121.4291086,3,,,POINT (-121.4291086 38.6413126)
90248507,38.6420172,-121.4291125,3,,,POINT (-121.4291125 38.6420172)
90248571,38.660095,-121.535606,3,motorway_junction,525A,POINT (-121.535606 38.660095)
90248604,38.60712,-121.505239,3,,,POINT (-121.505239 38.60712)
90248620,38.607304,-121.506571,3,,,POINT (-121.506571 38.607304)
90248648,38.6091462,-121.5092571,3,,,POINT (-121.5092571 38.6091462)
90248656,38.6095646,-121.5097855,3,motorway_junction,521,POINT (-121.5097855 38.6095646)
90248690,38.605854,-121.50936,3,,,POINT (-121.50936 38.605854)
90248701,38.6052057,-121.5097003,3,,,POINT (-121.5097003 38.6052057)
90248748,38.528504,-121.443172,3,,,POINT (-121.443172 38.528504)
90248752,38.529332,-121.442808,3,,,POINT (-121.442808 38.529332)
90248755,38.529331,-121.441566,1,,,POINT (-121.441566 38.529331)
90248760,38.528169,-121.44406,3,,,POINT (-121.44406 38.528169)
90248763,38.5617376,-121.4640135,4,traffic_signals,,POINT (-121.4640135 38.5617376)
90248802,38.5611551,-121.4718889,3,,,POINT (-121.4718889 38.5611551)
90249134,38.5665109,-121.4694579,5,traffic_signals,,POINT (-121.4694579 38.5665109)
90249152,38.5703434,-121.4683183,3,,,POINT (-121.4683183 38.5703434)
90249496,38.5564745,-121.4092805,3,,,POINT (-121.4092805 38.5564745)
90249518,38.5575668,-121.4080439,3,,,POINT (-121.4080439 38.5575668)
90249586,38.5011333,-121.5177171,3,motorway_junction,513,POINT (-121.5177171 38.5011333)
90249588,38.499166,-121.517761,3,motorway_junction,,POINT (-121.517761 38.499166)
90249609,38.4956344,-121.5195925,3,,,POINT (-121.5195925 38.4956344)
90249610,38.4954569,-121.5198634,3,,,POINT (-121.5198634 38.4954569)
90249838,38.6376802,-121.4070112,3,motorway_junction,92,POINT (-121.4070112 38.6376802)
90249857,38.638072,-121.411464,4,,,POINT (-121.411464 38.638072)
90249871,38.637879,-121.416628,3,,,POINT (-121.416628 38.637879)
90249874,38.537966,-121.473594,3,motorway_junction,297,POINT (-121.473594 38.537966)
90249882,38.5403072,-121.473409,3,,,POINT (-121.473409 38.5403072)
90249883,38.5411723,-121.4731253,3,,,POINT (-121.4731253 38.5411723)
90249894,38.545514,-121.473984,3,motorway_junction,297,POINT (-121.473984 38.545514)
90249903,38.5419649,-121.474294,3,,,POINT (-121.474294 38.5419649)
90249908,38.5411807,-121.4743374,4,traffic_signals,,POINT (-121.4743374 38.5411807)
90250052,38.611096,-121.424011,3,,,POINT (-121.424011 38.611096)
90250083,38.6140787,-121.42329,3,,,POINT (-121.42329 38.6140787)
90250085,38.6333692,-121.5001896,3,,,POINT (-121.5001896 38.6333692)
90250086,38.6338357,-121.499965,3,,,POINT (-121.499965 38.6338357)
90250133,38.6410918,-121.4777641,3,,,POINT (-121.4777641 38.6410918)
90250163,38.640552,-121.479779,3,,,POINT (-121.479779 38.640552)
90250194,38.6363994,-121.5027493,3,,,POINT (-121.5027493 38.6363994)
90250220,38.631013,-121.506008,3,,,POINT (-121.506008 38.631013)
90250285,38.6372373,-121.4071745,3,,,POINT (-121.4071745 38.6372373)
90250296,38.636956,-121.411466,4,,,POINT (-121.411466 38.636956)
90250306,38.637645,-121.416682,3,motorway_junction,92,POINT (-121.416682 38.637645)
90250331,38.6359416,-121.4959743,3,,,POINT (-121.4959743 38.6359416)
90250334,38.6381246,-121.3829538,3,,,POINT (-121.3829538 38.6381246)
90250365,38.6517791,-121.5307413,3,motorway_junction,525A,POINT (-121.5307413 38.6517791)
90250393,38.654899,-121.531327,3,,,POINT (-121.531327 38.654899)
90250423,38.495992,-121.517075,3,,,POINT (-121.517075 38.495992)
90250427,38.495101,-121.516719,3,motorway_junction,,POINT (-121.516719 38.495101)
90250449,38.495481,-121.517045,3,,,POINT (-121.517045 38.495481)
90250593,38.4736587,-121.4252001,3,,,POINT (-121.4252001 38.4736587)
90250602,38.5780312,-121.507374,3,motorway_junction,518,POINT (-121.507374 38.5780312)
90250658,38.571071,-121.5154289,3,,,POINT (-121.5154289 38.571071)
90250917,38.5695855,-121.5089433,3,,,POINT (-121.5089433 38.5695855)
90250942,38.567801,-121.5063058,5,traffic_signals,,POINT (-121.5063058 38.567801)
90251309,38.5595065,-121.3800975,3,,,POINT (-121.3800975 38.5595065)
90251326,38.5609824,-121.3810947,3,motorway_junction,,POINT (-121.3810947 38.5609824)
90251491,38.657579,-121.543999,4,,,POINT (-121.543999 38.657579)
90251967,38.6441697,-121.509051,4,traffic_signals,,POINT (-121.509051 38.6441697)
90251981,38.6437647,-121.5114623,4,stop,,POINT (-121.5114623 38.6437647)
90251986,38.567889,-121.507811,3,motorway_junction,,POINT (-121.507811 38.567889)
90252025,38.567517,-121.512915,3,,,POINT (-121.512915 38.567517)
90252027,38.635165,-121.510613,3,,,POINT (-121.510613 38.635165)
90252028,38.635075,-121.510324,1,,,POINT (-121.510324 38.635075)
90252032,38.63435,-121.510745,4,,,POINT (-121.510745 38.63435)
90252052,38.634348,-121.510329,3,,,POINT (-121.510329 38.634348)
90252058,38.647976,-121.529024,3,motorway_junction,524,POINT (-121.529024 38.647976)
90252116,38.6400116,-121.5247309,3,,,POINT (-121.5247309 38.6400116)
90252118,38.6430895,-121.5268048,3,,,POINT (-121.5268048 38.6430895)
90252158,38.6430335,-121.5263275,3,,,POINT (-121.5263275 38.6430335)
90252216,38.647862,-121.528587,3,,,POINT (-121.528587 38.647862)
90252572,38.5764616,-121.5067689,3,,,POINT (-121.5067689 38.5764616)
90252620,38.5753842,-121.5074835,3,,,POINT (-121.5074835 38.5753842)
90252775,38.5994903,-121.470048,3,,,POINT (-121.470048 38.5994903)
90252791,38.6023497,-121.4671251,3,,,POINT (-121.4671251 38.6023497)
90252808,38.6104496,-121.4277561,3,,,POINT (-121.4277561 38.6104496)
90252887,38.5707086,-121.5154198,3,motorway_junction,4A,POINT (-121.5154198 38.5707086)
90252923,38.5634325,-121.5147197,3,,,POINT (-121.5147197 38.5634325)
90253113,38.5872946,-121.5036839,3,motorway_junction,519B,POINT (-121.5036839 38.5872946)
90253142,38.586284,-121.503003,3,,,POINT (-121.503003 38.586284)
90253176,38.5805787,-121.50365,3,traffic_signals,,POINT (-121.50365 38.5805787)
90253202,38.600078,-121.457739,3,motorway_junction,47A,POINT (-121.457739 38.600078)
90253216,38.599465,-121.45572,3,,,POINT (-121.45572 38.599465)
90253224,38.5991864,-121.455995,3,,,POINT (-121.455995 38.5991864)
90253327,38.5592998,-121.4653957,1,,,POINT (-121.4653957 38.5592998)
90253541,38.5630226,-121.4903048,3,motorway_junction,4B,POINT (-121.4903048 38.5630226)
90253744,38.5398033,-121.5106937,3,,,POINT (-121.5106937 38.5398033)
90253756,38.5394985,-121.5094962,3,,,POINT (-121.5094962 38.5394985)
90253775,38.5402158,-121.5094595,4,,,POINT (-121.5094595 38.5402158)
90253778,38.5586489,-121.4767247,3,,,POINT (-121.4767247 38.5586489)
90253792,38.5586793,-121.4738198,3,,,POINT (-121.4738198 38.5586793)
90253884,38.6431719,-121.4291131,3,,,POINT (-121.4291131 38.6431719)
90253943,38.643361,-121.43229,3,,,POINT (-121.43229 38.643361)
90254130,38.6142693,-121.4234616,3,motorway_junction,10B,POINT (-121.4234616 38.6142693)
90254153,38.611173,-121.428115,3,traffic_signals,,POINT (-121.428115 38.611173)
90254189,38.519589,-121.521948,3,motorway_junction,514,POINT (-121.521948 38.519589)
90254204,38.5161152,-121.52141,3,traffic_signals,,POINT (-121.52141 38.5161152)
90254315,38.676504,-121.539946,3,,,POINT (-121.539946 38.676504)
90254570,38.562795,-121.4905341,3,,,POINT (-121.4905341 38.562795)
90254577,38.5643423,-121.4980719,4,,,POINT (-121.4980719 38.5643423)
90254587,38.5630678,-121.4932439,5,traffic_signals,,POINT (-121.4932439 38.5630678)
90254598,38.6243952,-121.4163538,3,motorway_junction,12A,POINT (-121.4163538 38.6243952)
90254680,38.616474,-121.420653,3,motorway_junction,11,POINT (-121.420653 38.616474)
90254738,38.6251233,-121.4144195,3,,,POINT (-121.4144195 38.6251233)
90254745,38.6663542,-121.5272673,4,,,POINT (-121.5272673 38.6663542)
90254951,38.5725924,-121.5084117,3,,,POINT (-121.5084117 38.5725924)
90254992,38.567615,-121.506568,3,motorway_junction,,POINT (-121.506568 38.567615)
90255082,38.478273,-121.427228,3,motorway_junction,291B,POINT (-121.427228 38.478273)
90255107,38.4743197,-121.4255725,3,,,POINT (-121.4255725 38.4743197)
90255428,38.641749,-121.426025,3,,,POINT (-121.426025 38.641749)
90255504,38.6423293,-121.4777597,3,,,POINT (-121.4777597 38.6423293)
90255623,38.5666812,-121.506791,5,traffic_signals,,POINT (-121.506791 38.5666812)
90255690,38.6559235,-121.5295372,3,,,POINT (-121.5295372 38.6559235)
90255706,38.658658,-121.534472,3,,,POINT (-121.534472 38.658658)
90255809,38.639403,-121.3830268,3,,,POINT (-121.3830268 38.639403)
90255819,38.6302919,-121.4014335,3,,,POINT (-121.4014335 38.6302919)
90255823,38.631992,-121.397,3,,,POINT (-121.397 38.631992)
90255842,38.63834,-121.384927,3,,,POINT (-121.384927 38.63834)
90255904,38.64371,-121.365238,3,traffic_signals,,POINT (-121.365238 38.64371)
90255958,38.6562627,-121.5348955,3,,,POINT (-121.5348955 38.6562627)
90255978,38.6553999,-121.5331043,3,,,POINT (-121.5331043 38.6553999)
90256014,38.5007743,-121.5173907,3,,,POINT (-121.5173907 38.5007743)
90256020,38.4900145,-121.5144352,3,,,POINT (-121.5144352 38.4900145)
90256021,38.492143,-121.515464,3,,,POINT (-121.515464 38.492143)
90256048,38.4852679,-121.5124877,3,motorway_junction,512,POINT (-121.5124877 38.4852679)
90256054,38.482036,-121.512345,3,,,POINT (-121.512345 38.482036)
90256059,38.4812337,-121.5132801,4,,,POINT (-121.5132801 38.4812337)
90256090,38.6142355,-121.5327379,3,,,POINT (-121.5327379 38.6142355)
90256110,38.617341,-121.531292,3,,,POINT (-121.531292 38.617341)
90256111,38.628603,-121.510579,3,motorway_junction,86,POINT (-121.510579 38.628603)
90256116,38.627237,-121.51369,3,motorway_junction,,POINT (-121.51369 38.627237)
90256136,38.6317919,-121.5199931,3,,,POINT (-121.5199931 38.6317919)
90256709,38.557785,-121.387309,3,motorway_junction,11,POINT (-121.387309 38.557785)
90256740,38.557994,-121.387333,3,,,POINT (-121.387333 38.557994)
90256791,38.506746,-121.436567,1,,,POINT (-121.436567 38.506746)
90256850,38.605689,-121.509032,4,traffic_signals,,POINT (-121.509032 38.605689)
90256885,38.605008,-121.507448,3,,,POINT (-121.507448 38.605008)
90256886,38.596433,-121.441978,4,traffic_signals,,POINT (-121.441978 38.596433)
90256890,38.582164,-121.4626479,3,,,POINT (-121.4626479 38.582164)
90256898,38.5786284,-121.4643049,4,traffic_signals,,POINT (-121.4643049 38.5786284)
90256899,38.5780444,-121.4643977,3,,,POINT (-121.4643977 38.5780444)
90257004,38.6430365,-121.525968,3,,,POINT (-121.525968 38.6430365)
90257009,38.630556,-121.478498,3,,,POINT (-121.478498 38.630556)
90257013,38.630694,-121.478668,3,,,POINT (-121.478668 38.630694)
90257027,38.629959,-121.480061,3,,,POINT (-121.480061 38.629959)
90257035,38.629637,-121.478302,3,,,POINT (-121.478302 38.629637)
90257247,38.5507897,-121.4091926,3,,,POINT (-121.4091926 38.5507897)
90257261,38.555293,-121.401792,3,,,POINT (-121.401792 38.555293)
90257338,38.4717319,-121.4202946,3,,,POINT (-121.4202946 38.4717319)
90257339,38.5521755,-121.4168462,3,,,POINT (-121.4168462 38.5521755)
90257385,38.593844,-121.504063,3,motorway_junction,520,POINT (-121.504063 38.593844)
90257388,38.597089,-121.503304,4,traffic_signals,,POINT (-121.503304 38.597089)
90257412,38.5972291,-121.5025856,3,,,POINT (-121.5025856 38.5972291)
90257419,38.5974815,-121.5034114,3,,,POINT (-121.5034114 38.5974815)
90257437,38.600837,-121.504996,3,,,POINT (-121.504996 38.600837)
90257467,38.5597856,-121.4682328,3,motorway_junction,6B,POINT (-121.4682328 38.5597856)
90257502,38.5588538,-121.4711248,3,motorway_junction,7,POINT (-121.4711248 38.5588538)
90257567,38.5613275,-121.473183,3,motorway_junction,,POINT (-121.473183 38.5613275)
90257589,38.555855,-121.474535,3,,,POINT (-121.474535 38.555855)
90257726,38.5418314,-121.4733632,3,,,POINT (-121.4733632 38.5418314)
90257731,38.5412124,-121.4723183,4,,,POINT (-121.4723183 38.5412124)
90257769,38.621097,-121.515835,3,,,POINT (-121.515835 38.621097)
90257770,38.6179112,-121.5141377,3,,,POINT (-121.5141377 38.6179112)
90257877,38.5676893,-121.5118033,3,,,POINT (-121.5118033 38.5676893)
90258710,38.6437654,-121.365171,3,traffic_signals,,POINT (-121.365171 38.6437654)
90258797,38.5409454,-121.5095959,3,,,POINT (-121.5095959 38.5409454)
90258805,38.5395473,-121.5078114,3,,,POINT (-121.5078114 38.5395473)
90259149,38.521752,-121.441107,3,,,POINT (-121.441107 38.521752)
90259186,38.5412143,-121.4733261,5,traffic_signals,,POINT (-121.4733261 38.5412143)
90259192,38.5569527,-121.4751058,4,,,POINT (-121.4751058 38.5569527)
90259211,38.549602,-121.474045,3,,,POINT (-121.474045 38.549602)
90259262,38.537863,-121.479227,3,,,POINT (-121.479227 38.537863)
90259287,38.598975,-121.477404,1,,,POINT (-121.477404 38.598975)
90259289,38.597961,-121.476256,3,,,POINT (-121.476256 38.597961)
90259291,38.5973596,-121.4756353,1,,,POINT (-121.4756353 38.5973596)
90259646,38.4909466,-121.456666,3,,,POINT (-121.456666 38.4909466)
90259688,38.5839069,-121.497861,4,traffic_signals,,POINT (-121.497861 38.5839069)
90259707,38.6055192,-121.50901,3,traffic_signals,,POINT (-121.50901 38.6055192)
90259709,38.605621,-121.509134,4,traffic_signals,,POINT (-121.509134 38.605621)
90259827,38.622349,-121.521397,3,motorway_junction,,POINT (-121.521397 38.622349)
90259832,38.621234,-121.523939,3,motorway_junction,86,POINT (-121.523939 38.621234)
90259843,38.621663,-121.515189,3,motorway_junction,,POINT (-121.515189 38.621663)
90259908,38.629908,-121.507447,3,,,POINT (-121.507447 38.629908)
90259917,38.6117439,-121.510613,3,motorway_junction,521B,POINT (-121.510613 38.6117439)
90259942,38.6147242,-121.5102598,4,traffic_signals,,POINT (-121.5102598 38.6147242)
90260012,38.628106,-121.51901,3,motorway_junction,,POINT (-121.51901 38.628106)
90260139,38.624435,-121.5175829,3,,,POINT (-121.5175829 38.624435)
90260236,38.477649,-121.507676,3,,,POINT (-121.507676 38.477649)
90260305,38.5690646,-121.469821,5,traffic_signals,,POINT (-121.469821 38.5690646)
90260322,38.5668592,-121.4707504,5,traffic_signals,,POINT (-121.4707504 38.5668592)
90260326,38.5703903,-121.4686843,3,motorway_junction,6C,POINT (-121.4686843 38.5703903)
90260346,38.565937,-121.470595,3,,,POINT (-121.470595 38.565937)
90260852,38.6558975,-121.5350748,4,traffic_signals,,POINT (-121.5350748 38.6558975)
90260855,38.4599951,-121.4293206,3,,,POINT (-121.4293206 38.4599951)
90261012,38.495621,-121.5136445,3,,,POINT (-121.5136445 38.495621)
90261050,38.5670417,-121.507304,3,,,POINT (-121.507304 38.5670417)
90261140,38.5713716,-121.5089146,3,,,POINT (-121.5089146 38.5713716)
90261147,38.5661288,-121.5130913,3,motorway_junction,519A,POINT (-121.5130913 38.5661288)
90261179,38.5708573,-121.5083282,3,,,POINT (-121.5083282 38.5708573)
90261450,38.5997617,-121.440677,3,motorway_junction,9A,POINT (-121.440677 38.5997617)
90261480,38.5974769,-121.4455589,3,traffic_signals,,POINT (-121.4455589 38.5974769)
90261512,38.5576876,-121.3787973,4,,,POINT (-121.3787973 38.5576876)
90261985,38.5799684,-121.5052668,3,motorway_junction,519B,POINT (-121.5052668 38.5799684)
90262601,38.5396526,-121.5080654,3,,,POINT (-121.5080654 38.5396526)
90262734,38.526077,-121.468606,3,,,POINT (-121.468606 38.526077)
90262748,38.5774819,-121.4652658,3,,,POINT (-121.4652658 38.5774819)
